cik,fund_rows,fund_aum,distinct_brand_eids,brand_eid,brand_name,brand_canonical_name,brand_entity_type
0001506980,172,912652547.4999999,1,19797,"Front Street Capital Management, Inc.","Front Street Capital Management, Inc.",institution
0000877463,550,908615572.74,1,26675,Invesco Municipal Trust,Invesco Municipal Trust,institution
0001835068,276,906832805.4200001,1,26001,Nuveen Core Plus Impact Fund,Nuveen Core Plus Impact Fund,institution
0002051630,962,906419967.9099998,1,58,Lazard Asset Management,Lazard Asset Management,institution
0001227857,441,903552921.0300007,1,26790,Virtus Convertible & Income Fund II,Virtus Convertible & Income Fund II,institution
0001807486,257,902498824.5299997,1,67,Fred Alger,Fred Alger,institution
0001087786,330,901141007.2699994,1,26745,Nuveen New Jersey Quality Municipal Income Fund,Nuveen New Jersey Quality Municipal Income Fund,institution
0001018592,512,896452531.1699996,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0001788399,487,896367866.9399999,1,27030,DoubleLine Yield Opportunities Fund,DoubleLine Yield Opportunities Fund,institution
0000817656,289,894609166.24,1,7984,State Street / SSGA,STATE STREET CORP,institution
0001162027,347,889896242.7799999,1,26753,ALLIANCEBERNSTEIN NATIONAL MUNICIPAL INCOME FUND,ALLIANCEBERNSTEIN NATIONAL MUNICIPAL INCOME FUND,institution
0000827773,1657,884123518.3700004,1,26644,Putnam Premier Income Trust,Putnam Premier Income Trust,institution
0001844684,236,882854662.6700001,1,27067,NC SLF INC.,NC SLF INC.,institution
0001506289,48,882511375.49,1,26901,BlackRock Resources & Commodities Strategy Trust,BlackRock Resources & Commodities Strategy Trust,institution
0001244183,878,880600227.6500006,1,26797,PIMCO Income Strategy Fund,PIMCO Income Strategy Fund,institution
0001109441,595,873130113.6900012,1,28,,Franklin Templeton,institution
0001918767,102,871681853.7099999,1,27131,"Constitution Capital Access Fund, LLC","Constitution Capital Access Fund, LLC",institution
0001760077,492,869788587.1599997,0,,,,
0000797923,477,869703804.4700003,1,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0001096012,560,866238077.51,1,10486,"American Beacon Advisors, Inc.","American Beacon Advisors, Inc.",institution
0001527428,873,865807164.8500001,1,19844,"Arrow Investment Advisors, LLC","Arrow Investment Advisors, LLC",institution
0001300391,98,865468682.9800003,1,26831,Eaton Vance Enhanced Equity Income Fund,Eaton Vance Enhanced Equity Income Fund,institution
0000275694,1068,863118600.1999993,1,26611,BARINGS CORPORATE INVESTORS,BARINGS CORPORATE INVESTORS,institution
0001812923,1138,862444580.17,1,27046,PGIM Short Duration High Yield Opportunities Fund,PGIM Short Duration High Yield Opportunities Fund,institution
0001521404,505,859526942.38,1,26911,Barings Global Short Duration High Yield Fund,Barings Global Short Duration High Yield Fund,institution
0000745338,311,859178857.71,1,18240,"Orrell Capital Management, Inc.","Orrell Capital Management, Inc.",institution
0000926425,1598,858577070.1200001,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0001928846,84,856666537.8899999,0,,,,
0000874835,3239,854697030.0399985,1,29,Legg Mason,Legg Mason,institution
0001816389,583,853864864.3199995,1,27049,BlackRock Private Investments Fund,BlackRock Private Investments Fund,institution
0000714287,593,852899420.6399996,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0001227862,268,852284753.5099993,1,26791,Western Asset Emerging Markets Debt Fund Inc.,Western Asset Emerging Markets Debt Fund Inc.,institution
0002066799,130,848326908.79,1,27253,StepStone Private Equity Strategies Fund,StepStone Private Equity Strategies Fund,institution
0001306349,96,843329942.5600001,1,17203,Pioneer Disciplined Value Fund,Pioneer Disciplined Value Fund,fund
0001870714,1490,843323886.2800001,1,27107,Oaktree Diversified Income Fund Inc.,Oaktree Diversified Income Fund Inc.,institution
0001524348,795,842246149.52,2,19839,"Ranger Investment Management, LP","Ranger Investment Management, LP",institution
0001020661,472,839341452.5700009,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001815558,648,837255948.3700001,1,6390,"WAYCROSS PARTNERS, LLC","WAYCROSS PARTNERS, LLC",institution
0000887394,637,836760943.8000001,1,26693,"BlackRock MuniYield Quality Fund II, Inc.","BlackRock MuniYield Quality Fund II, Inc.",institution
0000895531,347,832963873.4999993,1,26702,Invesco California Value Municipal Income Trust,Invesco California Value Municipal Income Trust,institution
0000745967,966,832854360.9599996,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0001388141,1355,831113143.3799994,1,26865,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",institution
0000804123,60,830362604.7099997,1,26626,TAIWAN FUND INC,TAIWAN FUND INC,institution
0001524968,4413,829974795.3700005,1,19843,Vericimetry Advisors LLC,Vericimetry Advisors LLC,institution
0001851515,157,828919154.4201688,1,27087,NB Crossroads Private Markets Fund VII Holdings LP,NB Crossroads Private Markets Fund VII Holdings LP,institution
0000897269,481,827998250.0800008,1,26704,"BlackRock MuniVest Fund II, Inc.","BlackRock MuniVest Fund II, Inc.",institution
0001071899,518,824859838.3000002,1,26738,"BlackRock MuniHoldings Quality Fund II, Inc.","BlackRock MuniHoldings Quality Fund II, Inc.",institution
0001478888,319,821201179.9700003,1,26884,Nuveen Taxable Municipal Income Fund,Nuveen Taxable Municipal Income Fund,institution
0000080946,213,820138773.28,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0001084060,389,818209295.4699999,2,3703,Davis Selected Advisers,Davis Selected Advisers,institution
0001843263,1012,817492257.7599999,2,9256,"Tactical Fund Advisors, LLC","Synergy Asset Management, LLC",institution
0000885125,488,817468728.3399999,1,26688,Invesco Quality Municipal Income Trust,Invesco Quality Municipal Income Trust,institution
0001867090,93,816663046.5,1,27103,"FUNDRISE GROWTH TECH FUND, LLC","FUNDRISE GROWTH TECH FUND, LLC",institution
0001866874,464,814595257.0800012,1,27102,Cohen & Steers Real Estate Opportunities & Income Fund,Cohen & Steers Real Estate Opportunities & Income Fund,institution
0001743402,143,814134917.1775895,1,27005,NB Crossroads Private Markets Fund VI Holdings LP,NB Crossroads Private Markets Fund VI Holdings LP,institution
0001319067,1465,809351655.7165054,1,19535,"M3Sixty Capital, LLC","M3Sixty Capital, LLC",institution
0001501072,794,803591480.0499995,1,26897,RiverNorth Opportunities Fund Inc.,RiverNorth Opportunities Fund Inc.,institution
0001227073,1005,802042630.0899997,1,26788,ALLSPRING MULTI-SECTOR INCOME FUND,ALLSPRING MULTI-SECTOR INCOME FUND,institution
0000844790,773,800806929.3399994,1,26658,Putnam Managed Municipal Income Trust,Putnam Managed Municipal Income Trust,institution
0001754927,136,800586104.8700004,1,27012,Axonic Alternative Income Fund,Axonic Alternative Income Fund,institution
0001014913,603,796827667.7400001,1,304,,Magellan Asset Management Ltd,institution
0000779785,1245,793006115.1100004,1,13,T. Rowe Price,T. Rowe Price,institution
0001517238,184,792707619.3799999,1,19814,"Centre Asset Management, LLC","Centre Asset Management, LLC",institution
0000201670,317,791907699.6700001,1,87,Nomura,Nomura,institution
0002008516,175,789217724.4399998,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001912963,671,787704066.7399997,1,27130,First Trust Private Credit Fund,First Trust Private Credit Fund,institution
0001498612,632,786370783.2299992,1,26894,"Cohen & Steers Select Preferred & Income Fund, Inc.","Cohen & Steers Select Preferred & Income Fund, Inc.",institution
0002041398,301,786334883.5799996,1,27224,Hamilton Lane Private Secondary Fund,Hamilton Lane Private Secondary Fund,institution
0001562818,1821,783769959.7899991,1,26932,BlackRock Multi-Sector Income Trust,BlackRock Multi-Sector Income Trust,institution
0001814390,205,781887464.5899996,1,27047,Flat Rock Core Income Fund,Flat Rock Core Income Fund,institution
0001876813,26,781772228.6400001,1,27110,CPG Vintage Access Fund V LLC,CPG Vintage Access Fund V LLC,institution
0001176984,175,780123468.1200006,1,26766,Eaton Vance Municipal Bond Fund,Eaton Vance Municipal Bond Fund,institution
0000766555,220,778212160.4499999,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0000883618,249,773919575.8800005,1,26685,Nuveen Select Tax-Free Income Portfolio,Nuveen Select Tax-Free Income Portfolio,institution
0001851265,2,770301004.4079,1,27086,NB Crossroads Private Markets Fund VII LP,NB Crossroads Private Markets Fund VII LP,institution
0000924628,2395,763185440.5899998,7,3625,"Saratoga Capital Management, LLC","VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",institution
0001821505,425,759161872.4299998,1,1275,"Systelligence, LLC","Systelligence, LLC",institution
0000868578,785,755379474.61,1,26672,Flaherty & Crumrine Preferred and Income Fund Incorporated,Flaherty & Crumrine Preferred and Income Fund Incorporated,institution
0001873280,112,753861016.9200001,1,5687,CHARLES SCHWAB INVESTMENT MANAGEMENT INC,CHARLES SCHWAB INVESTMENT MANAGEMENT INC,institution
0001051003,1288,752502370.6999997,1,26728,"BlackRock Debt Strategies Fund, Inc.","BlackRock Debt Strategies Fund, Inc.",institution
0001123460,345,749363988.97,1,1107,"Advisors Preferred, LLC","Advisors Preferred, LLC",institution
0001535538,9632,748428062.39,1,28,,Franklin Templeton,institution
0000771524,426,745673762.2399998,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0000851170,2166,745641024.9999989,1,26665,MFS CHARTER INCOME TRUST,MFS CHARTER INCOME TRUST,institution
0000746601,1032,745322232.1799998,1,4281,SIT INVESTMENT ASSOCIATES INC,SIT INVESTMENT ASSOCIATES INC,institution
0001390195,110,743522480.9700003,1,26866,abrdn Global Premier Properties Fund,abrdn Global Premier Properties Fund,institution
0001976322,2223,742880333.06,1,7107,Themes Management Co LLC,Themes Management Co LLC,institution
0000870780,284,741186906.4899995,1,26673,Nuveen Pennsylvania Quality Municipal Income Fund,Nuveen Pennsylvania Quality Municipal Income Fund,institution
0000809173,1798,738699908.8200012,1,26628,MFS MULTIMARKET INCOME TRUST,MFS MULTIMARKET INCOME TRUST,institution
0000832327,772,736035479.31,1,26650,"BlackRock Income Trust, Inc.","BlackRock Income Trust, Inc.",institution
0000863334,67,734985221.4799998,1,12597,Pioneer Mid Cap Value Fund,Pioneer Mid Cap Value Fund,fund
0001636289,602,730159288.9400009,1,26961,Virtus Diversified Income & Convertible Fund,Virtus Diversified Income & Convertible Fund,institution
0001722837,248,729405487.2599999,1,26991,BlueBay Destra International Event-Driven Credit Fund,BlueBay Destra International Event-Driven Credit Fund,institution
0001562051,29,725434744.02,1,26931,Neuberger Berman Energy Infrastructure and Income Fund Inc.,Neuberger Berman Energy Infrastructure and Income Fund Inc.,institution
0001375340,221,724140255.68,1,26855,"Cohen & Steers Closed-End Opportunity Fund, Inc.","Cohen & Steers Closed-End Opportunity Fund, Inc.",institution
0001594854,253,723045391.1700001,1,19944,Mission Investment Advisors LLC,UBS Asset Management (Americas) Inc.,institution
0000809872,479,722899489.0899999,1,87,Nomura,Nomura,institution
0001702885,116,722621568.204026,1,26978,NB Crossroads Private Markets Fund V Holdings LP,NB Crossroads Private Markets Fund V Holdings LP,institution
0000894242,549,720930328.3400007,1,26700,"BlackRock Investment Quality Municipal Trust, Inc.","BlackRock Investment Quality Municipal Trust, Inc.",institution
0001815609,98,720163612.9799998,1,27048,PRIMARK MEKETA PRIVATE EQUITY INVESTMENTS FUND,PRIMARK MEKETA PRIVATE EQUITY INVESTMENTS FUND,institution
0000088063,1231,718736452.5000002,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0001320375,173,717745115.6,1,26841,BlackRock Enhanced Global Dividend Trust,BlackRock Enhanced Global Dividend Trust,institution
0000718935,385,714545414.9399996,1,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0001345125,3037,711407576.4900002,1,2,BlackRock / iShares,BlackRock / iShares,institution
0000746518,510,708927735.1399999,1,77,,PGIM,institution
0001854919,71,697267237.0199999,1,27089,Dynamic Alternatives Fund,Dynamic Alternatives Fund,institution
0001477491,1757,697165442.2199997,1,9970,Archer Investment Corp,Archer Investment Corp,institution
0001741739,147,695710049.707216,1,26998,FLOWSTONE OPPORTUNITY FUND,FLOWSTONE OPPORTUNITY FUND,institution
0001681576,1548,693460406.9099991,1,13,T. Rowe Price,T. Rowe Price,institution
0001820378,194,690519568.4599999,1,27054,Thornburg Income Builder Opportunities Trust,Thornburg Income Builder Opportunities Trust,institution
0001859808,1570,686083867.3299993,1,17969,"MML Investment Advisers, LLC","MML Investment Advisers, LLC",institution
0001742837,2,684426059.2499001,1,27001,NB Crossroads Private Markets Fund VI LP,NB Crossroads Private Markets Fund VI LP,institution
0000801961,1676,680502531.6899999,1,26624,MFS MUNICIPAL INCOME TRUST,MFS MUNICIPAL INCOME TRUST,institution
0000769220,818,679333060.46,1,87,Nomura,Nomura,institution
0000035330,690,677536864.7900003,1,11,,Fidelity / FMR,institution
0000894240,371,675324409.33,1,568,MONETTA FINANCIAL SERVICES INC,MONETTA FINANCIAL SERVICES INC,institution
0001565381,396,674409988.2994992,1,26934,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.","BNY Mellon Municipal Bond Infrastructure Fund, Inc.",institution
0002032432,444,674383981.23,1,27211,Blackstone Private Multi-Asset Credit & Income Fund,Blackstone Private Multi-Asset Credit & Income Fund,institution
0001969995,507,673641609.58,1,87,Nomura,Nomura,institution
0000065433,57,672725825.5799998,1,26606,Mexico Fund Inc,Mexico Fund Inc,institution
0000846676,142,667053070.3700002,1,26662,"abrdn Emerging Markets ex-China Fund, Inc.","abrdn Emerging Markets ex-China Fund, Inc.",institution
0001944664,200,666539266.7100002,1,27137,Nomura Alternative Income Fund,Nomura Alternative Income Fund,institution
0001991706,342,666264517.3199999,1,27159,"Partners Group Growth, LLC","Partners Group Growth, LLC",institution
0001929777,53,665276698.6199999,1,27133,Pender Real Estate Credit Fund,Pender Real Estate Credit Fund,institution
0001386067,807,660752538.2000002,1,26863,ALLSPRING GLOBAL DIVIDEND OPPORTUNITY FUND,ALLSPRING GLOBAL DIVIDEND OPPORTUNITY FUND,institution
0001487610,955,660531070.3700004,1,26886,Neuberger High Yield Strategies Fund Inc.,Neuberger High Yield Strategies Fund Inc.,institution
0002040318,1186,655330827.14,1,27222,Capital Group KKR Multi-Sector (plus),Capital Group KKR Multi-Sector (plus),institution
0001059213,53,651949216.67,1,26733,BEXIL INVESTMENT TRUST,BEXIL INVESTMENT TRUST,institution
0000912147,176,651359832.0599998,1,26717,"ROYCE MICRO-CAP TRUST, INC.","ROYCE MICRO-CAP TRUST, INC.",institution
0001080720,408,649764759.3999999,1,26744,Gabelli Utility Trust,Gabelli Utility Trust,institution
0001060517,316,645386937.8199999,1,24,UBS Asset Management,UBS Asset Management,institution
0001525201,1144,643576514.0000005,1,26914,DoubleLine Opportunistic Credit Fund,DoubleLine Opportunistic Credit Fund,institution
0000809708,202,643414917.1100003,1,26630,Templeton Emerging Markets Fund,Templeton Emerging Markets Fund,institution
0002001586,181,641593203.55,1,27170,"CION Grosvenor Infrastructure Master Fund, LLC","CION Grosvenor Infrastructure Master Fund, LLC",institution
0001885551,89,639078049.4899999,1,27113,"FUNDRISE INCOME REAL ESTATE FUND, LLC","FUNDRISE INCOME REAL ESTATE FUND, LLC",institution
0000908993,529,637641296.8400004,1,26714,Invesco Advantage Municipal Income Trust II,Invesco Advantage Municipal Income Trust II,institution
0001061353,642,634864008.2399999,1,26735,CREDIT SUISSE HIGH YIELD CREDIT FUND,CREDIT SUISSE HIGH YIELD CREDIT FUND,institution
0001074540,242,631597691.5399998,1,26739,Eaton Vance Municipal Income Trust,Eaton Vance Municipal Income Trust,institution
0001826222,26,631170489.2800001,1,27056,CPG Vintage Access Fund IV LLC,CPG Vintage Access Fund IV LLC,institution
0001245648,513,630538145.6699994,1,26798,Flaherty & Crumrine Total Return Fund Incorporated,Flaherty & Crumrine Total Return Fund Incorporated,institution
0001728860,50,630172033.41,2,68,"NATIXIS ADVISORS, LLC",Loomis Sayles,institution
0000865722,749,624301642.55,2,297,TEMPLETON INVESTMENT COUNSEL LLC,TEMPLETON INVESTMENT COUNSEL LLC,institution
0001608742,39,617429848.52,1,26952,Nuveen Dow 30SM Dynamic Overwrite Fund,Nuveen Dow 30SM Dynamic Overwrite Fund,institution
0001622148,140,614812607.2400001,1,26958,Highland Global Allocation Fund,Highland Global Allocation Fund,institution
