cik,fund_rows,fund_aum,distinct_brand_eids,brand_eid,brand_name,brand_canonical_name,brand_entity_type
0002055464,62,2061388427.970001,0,,,,
0001195738,435,2056005987.1600006,1,26774,Nuveen California AMT-Free Quality Municipal Income Fund,Nuveen California AMT-Free Quality Municipal Income Fund,institution
0000102767,135,2046950979.89,1,17992,EULAV Asset Management,EULAV Asset Management,institution
0001774342,851,2004855764.599999,1,27021,Nuveen Municipal Credit Opportunities Fund,Nuveen Municipal Credit Opportunities Fund,institution
0000225323,1047,2004445334.2999997,1,11,,Fidelity / FMR,institution
0001222401,1235,1994220515.7499993,1,26783,"BlackRock Corporate High Yield Fund, Inc.","BlackRock Corporate High Yield Fund, Inc.",institution
0001495922,358,1992464813.84,2,2691,"Seaport Global Advisors, LLC","Capital Impact Advisors, LLC",institution
0000814083,139,1992464207.7899997,1,26637,"Cornerstone Strategic Investment Fund, Inc.","Cornerstone Strategic Investment Fund, Inc.",institution
0001604522,235,1991863649.8700001,1,26947,abrdn Healthcare Opportunities Fund,abrdn Healthcare Opportunities Fund,institution
0001278895,279,1986850658.2999997,1,26814,"BlackRock Enhanced Large Cap Core Fund, Inc","BlackRock Enhanced Large Cap Core Fund, Inc",institution
0001778114,194,1978471651.7899995,1,27025,Virtus Artificial Intelligence & Technology Opportunities Fund,Virtus Artificial Intelligence & Technology Opportunities Fund,institution
0002042317,2970,1978107860.7900052,1,9130,VICTORY CAPITAL MANAGEMENT INC,VICTORY CAPITAL MANAGEMENT INC,institution
0001655099,1290,1976153344.3799968,1,26964,Brookfield Real Assets Income Fund Inc.,Brookfield Real Assets Income Fund Inc.,institution
0000099614,244,1973318947.11,1,26609,Tri-Continental Corporation,Tri-Continental Corporation,institution
0001498498,3437,1968618971.43,1,19778,Ashmore Investment Advisors Limited,Ashmore Investment Advisors Limited,institution
0001553195,717,1966216902.1899998,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001219360,1052,1964211766.320001,1,26782,PIMCO High Income Fund,PIMCO High Income Fund,institution
0001502608,7951,1951518352.6300006,2,9283,SEI INVESTMENTS MANAGEMENT CORP,SSGA FUNDS MANAGEMENT INC,institution
0001597389,834,1942833057.3399992,3,1521,"USCF Advisers, LLC",MILLER HOWARD INVESTMENTS INC /NY,institution
0001856156,279,1933885067.2500002,1,27092,FS MVP Private Markets Fund,FS MVP Private Markets Fund,institution
0001548717,541,1927355000.6599991,1,26922,"Cohen & Steers Ltd Duration Preferred & Income Fund, Inc.","Cohen & Steers Ltd Duration Preferred & Income Fund, Inc.",institution
0001785360,472,1915744244.6,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0002008517,425,1908155937.9300003,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0000078758,45,1904665653.4099996,1,15526,Pioneer Core Equity Fund,Pioneer Core Equity Fund,fund
0001140411,563,1904046581.2400007,1,25830,PIMCO CALIFORNIA MUNICIPAL INCOME FUND,PIMCO CALIFORNIA MUNICIPAL INCOME FUND,institution
0001568194,143,1893254058.6199992,1,26937,FS Credit Opportunities Corp.,FS Credit Opportunities Corp.,institution
0001872253,1847,1891452918.9099998,6,1639,"Cromwell Investment Advisors, LLC",MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,institution
0000857769,1544,1887359834.289999,1,4313,JOHN HANCOCK INVESTMENT MANAGEMENT LLC,JOHN HANCOCK INVESTMENT MANAGEMENT LLC,institution
0000311101,1866,1880241618.1300006,1,24351,"Dupree & Company, Inc.","Dupree & Company, Inc.",institution
0002065812,144,1859662025.9799998,1,27251,FS Specialty Lending Fund,FS Specialty Lending Fund,institution
0000002646,3905,1845505996.600002,0,,,,
0001176194,686,1839624955.0599992,1,26764,BlackRock Municipal Income Trust II,BlackRock Municipal Income Trust II,institution
0000890064,238,1837624891.2200003,1,2628,BNY Mellon / Dreyfus,NEWTON INVESTMENT MANAGEMENT LTD,institution
0000912577,4932,1817703691.1499999,2,17930,Federated Investment Management Company,Federated Advisory Services Company,institution
0001546429,1271,1814249254.820001,1,26921,Blackstone Strategic Credit 2027 Term Fund,Blackstone Strategic Credit 2027 Term Fund,institution
0001160990,1167,1805802220.030001,1,26752,PIMCO Corporate & Income Strategy Fund,PIMCO Corporate & Income Strategy Fund,institution
0001018972,1198,1804017566.7399983,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001313510,448,1803097886.7199984,1,26836,"GAMCO Global Gold, Natural Resources & Income Trust","GAMCO Global Gold, Natural Resources & Income Trust",institution
0000893783,1266,1798578701.9100003,1,20,Gabelli,Gabelli,institution
0000879361,558,1798018697.470001,1,26676,"BlackRock MuniYield Fund, Inc.","BlackRock MuniYield Fund, Inc.",institution
0000886043,849,1797656227.3700008,1,26692,Western Asset Managed Municipals Fund Inc.,Western Asset Managed Municipals Fund Inc.,institution
0001896670,1040,1792156165.1800003,1,7823,"Thrivent Asset Management, LLC","Thrivent Asset Management, LLC",institution
0001811114,153,1786900249.5599992,1,27044,"BBR ALO Fund, LLC.","BBR ALO Fund, LLC.",institution
0001793129,1090,1786379550.6699994,1,27033,Nuveen Dynamic Municipal Opportunities Fund,Nuveen Dynamic Municipal Opportunities Fund,institution
0001604813,566,1775828477.16,1,3375,Abacus FCF Advisors LLC,Abacus FCF Advisors LLC,institution
0000885601,1015,1769758996.58,1,26689,Invesco Value Municipal Income Trust,Invesco Value Municipal Income Trust,institution
0001605283,233,1764385337.3299994,1,4,Invesco,Invesco,institution
0000701939,2279,1764111961.660003,1,9858,SEI INVESTMENTS MANAGEMENT CORP,SEI INVESTMENTS MANAGEMENT CORP,institution
0000047071,212,1762079614.3100002,1,17957,Bruce and Company Inc,Bruce and Company Inc,institution
0001566388,491,1759049553.5399995,1,26935,DoubleLine Income Solutions Fund,DoubleLine Income Solutions Fund,institution
0000909504,2443,1757220125.13,1,20,Gabelli,Gabelli,institution
0001602584,1222,1753003333.380001,1,26945,Calamos Dynamic Convertible & Income Fund,Calamos Dynamic Convertible & Income Fund,institution
0001818416,702,1746723170.2819667,1,27052,First Eagle Credit Opportunities Fund,First Eagle Credit Opportunities Fund,institution
0000796229,2710,1745531085.3699994,4,20,"Teton Advisors, Inc.",Gabelli,institution
0000880892,1095,1742261313.8799977,1,26679,Invesco Trust for Investment Grade Municipals,Invesco Trust for Investment Grade Municipals,institution
0001760588,1969,1740481861.4100006,1,4151,ZACKS INVESTMENT MANAGEMENT,ZACKS INVESTMENT MANAGEMENT,institution
0001809541,1322,1736767517.7900016,1,27041,BlackRock Capital Allocation Term Trust,BlackRock Capital Allocation Term Trust,institution
0002034928,281,1733967145.2599993,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001006387,1168,1732561843.1900005,1,4805,Franklin Templeton,FRANKLIN RESOURCES INC,institution
0001224568,2796,1731968144.5200002,1,2628,BNY Mellon / Dreyfus,NEWTON INVESTMENT MANAGEMENT LTD,institution
0001768666,85,1728830341.3899999,1,27019,BlackRock Science and Technology Term Trust,BlackRock Science and Technology Term Trust,institution
0001332283,321,1726568249.49,1,26846,BlackRock Enhanced Equity Dividend Trust,BlackRock Enhanced Equity Dividend Trust,institution
0001515001,135,1719683710.8,1,26905,Harrison Street Real Estate Fund LLC,Harrison Street Real Estate Fund LLC,institution
0001864843,1323,1713353376.5299978,1,27100,BlackRock ESG Capital Allocation Term Trust,BlackRock ESG Capital Allocation Term Trust,institution
0000787836,1138,1712380229.06,1,16,Putnam Investments,Putnam Investments,institution
0001104129,765,1712108688.7500017,0,,,,
0000764859,2365,1712088761.2199986,1,1290,Yorktown Management & Research Co Inc,Yorktown Management & Research Co Inc,institution
0000797920,459,1710747992.0,1,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0000101507,2230,1708762877.2399998,1,7585,U S GLOBAL INVESTORS INC,U S GLOBAL INVESTORS INC,institution
0001059386,1038,1697625062.2199988,1,26734,Invesco Senior Income Trust,Invesco Senior Income Trust,institution
0000779991,1055,1696506740.609998,1,19,Eaton Vance,Eaton Vance,institution
0000925683,357,1676195238.5999994,1,26724,John Hancock Financial Opportunities Fund,John Hancock Financial Opportunities Fund,institution
0000013386,7356,1675565486.8399997,1,17931,Federated Advisory Services Company,Federated Investment Management Company,institution
0001710680,126,1669282598.67,1,26984,Highland Opportunities and Income Fund,Highland Opportunities and Income Fund,institution
0001864054,410,1657224614.8699996,3,10513,"Universal Financial Services, Inc.",Morningstar Investment Management LLC,institution
0001341256,63,1649767177.0900002,2,17204,Pioneer Global Sustainable Equity Fund,Pioneer Global Sustainable Equity Fund,fund
0001474365,1289,1646678381.1500003,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0000215740,964,1643298075.969999,0,,,,
0001414039,455,1639935510.04,1,7858,"Miller Value Partners, LLC","Miller Value Partners, LLC",institution
0001195739,237,1631701165.070001,1,26775,Nuveen New York AMT-Free Quality Municipal Income Fund,Nuveen New York AMT-Free Quality Municipal Income Fund,institution
0001018973,877,1630453285.490002,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001137393,386,1628361844.6400018,1,26748,BlackRock Municipal Income Trust,BlackRock Municipal Income Trust,institution
0001265389,80,1617426169.2600002,1,17125,Pioneer Select Mid Cap Growth Fund,Pioneer Select Mid Cap Growth Fund,fund
0000920547,1908,1610691088.829999,2,2921,"Touchstone Advisors, Inc.",FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,institution
0000733362,898,1607854469.2900002,1,87,Nomura,Nomura,institution
0001547950,2177,1581590740.0900002,1,3738,"EXCHANGE TRADED CONCEPTS, LLC","EXCHANGE TRADED CONCEPTS, LLC",institution
0001296250,1154,1580460887.01,1,26829,PIMCO Income Strategy Fund II,PIMCO Income Strategy Fund II,institution
0001969180,239,1577252132.13,1,27147,Coller Secondaries Private Equity Opportunities Fund,Coller Secondaries Private Equity Opportunities Fund,institution
0001068663,2396,1573639480.4599986,1,69,Victory Capital,Victory Capital,institution
0001738077,4152,1570873539.849999,1,7586,BlackRock Fund Advisors,BlackRock Fund Advisors,institution
0000893660,104,1566337666.8600001,1,17126,Pioneer International Equity Fund,Pioneer International Equity Fund,fund
0001260667,1393,1563264999.26,1,5699,Ancora Advisors LLC,Ancora Advisors LLC,institution
0001396277,1583,1558153388.9600012,1,26870,Calamos Global Dynamic Income Fund,Calamos Global Dynamic Income Fund,institution
0001003839,108,1557640356.4099998,1,2326,Matthew 25 Management Corp,Matthew 25 Management Corp,institution
0001196878,692,1556203526.62,1,19475,Paradigm Funds Advisor LLC,Paradigm Funds Advisor LLC,institution
0001382990,486,1547863533.7200003,3,6785,ALPS ADVISORS INC,ALPS ADVISORS INC,institution
0001815493,2305,1538173356.7700002,1,20087,"VELA Investment Management, LLC","VELA Investment Management, LLC",institution
0001383441,390,1517839572.3300004,1,26860,Virtus Equity & Convertible Income Fund,Virtus Equity & Convertible Income Fund,institution
0001886878,993,1516579453.860001,1,27115,PIMCO Access Income Fund,PIMCO Access Income Fund,institution
0001616037,265,1514257328.1699998,1,26954,Pioneer ILS Interval Fund,Pioneer ILS Interval Fund,institution
0002040278,149,1512252751.6199996,1,27220,HL SCOPE RIC LLC,HL SCOPE RIC LLC,institution
0001408970,881,1510923306.0699997,1,9003,AdvisorShares Investments LLC,AdvisorShares Investments LLC,institution
0001992104,677,1508044468.3500004,1,77,,PGIM,institution
0001515940,654,1507037530.8999999,1,26907,KKR Income Opportunities Fund,KKR Income Opportunities Fund,institution
0001843841,723,1498672111.6799998,1,20103,Oriental Trust,Oriental Trust,institution
0001219120,873,1497028577.6699994,1,26781,Advent Convertible & Income Fund,Advent Convertible & Income Fund,institution
0001559991,517,1483248327.9899998,1,26927,Flaherty & Crumrine Dynamic Preferred and Income Fund Incorporated,Flaherty & Crumrine Dynamic Preferred and Income Fund Incorporated,institution
0001648403,2846,1474466015.1299999,2,74,"Virtus Investment Advisers, LLC",Harbor Capital,institution
0001215913,330,1465939343.2399998,1,26780,John Hancock Preferred Income Fund III,John Hancock Preferred Income Fund III,institution
0001865389,377,1464659144.4900007,1,27101,Nuveen Variable Rate Preferred & Income Fund,Nuveen Variable Rate Preferred & Income Fund,institution
0001957892,134,1461848081.3700004,1,27141,StepStone Private Infrastructure Fund,StepStone Private Infrastructure Fund,institution
0001116071,236,1460222337.9999995,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0000855887,673,1454559483.3900003,1,26668,"BNY Mellon Strategic Municipal Bond Fund, Inc.","BNY Mellon Strategic Municipal Bond Fund, Inc.",institution
0000835948,477,1449144075.39,1,26654,"BlackRock MuniVest Fund, Inc.","BlackRock MuniVest Fund, Inc.",institution
0000873803,5859,1448565313.3099978,1,3583,"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC","UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC",institution
0001281926,355,1441644540.7299986,1,26818,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,institution
0001959172,796,1438520711.5299995,1,27142,Redwood Private Real Estate Debt Fund,Redwood Private Real Estate Debt Fund,institution
0001160864,3533,1433859265.1399982,1,26751,BlackRock Core Bond Trust,BlackRock Core Bond Trust,institution
0000919160,1145,1432263462.9300005,2,10521,"Guinness Atkinson Asset Management, Inc.",Penserra Capital Management LLC,institution
0000862341,828,1421915212.6299999,1,1,,Vanguard Group,institution
0000720309,1078,1416614288.43,3,3585,Affiliated Managers Group,"GW&K Investment Management, LLC",institution
0000882150,501,1411948820.7299988,1,26681,"BlackRock MuniYield New York Quality Fund, Inc.","BlackRock MuniYield New York Quality Fund, Inc.",institution
0000864508,1817,1409182749.1299999,1,4236,"CAVANAL HILL INVESTMENT MANAGEMENT, INC.","CAVANAL HILL INVESTMENT MANAGEMENT, INC.",institution
0001030979,514,1402677944.0799997,1,9359,BERKSHIRE CAPITAL HOLDINGS INC,BERKSHIRE CAPITAL HOLDINGS INC,institution
0001661813,150,1401670104.3300002,1,9982,"GoodHaven Capital Management, LLC","GoodHaven Capital Management, LLC",institution
0000711600,619,1400418240.7500002,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0001703079,1071,1400253409.9700003,1,26979,XAI Octagon Floating Rate & Alternative Income Trust,XAI Octagon Floating Rate & Alternative Income Trust,institution
0001787621,922,1375274284.370001,1,27029,KKR Asset-Based Finance Fund,KKR Asset-Based Finance Fund,institution
0000773478,466,1374026507.130002,1,28,,Franklin Templeton,institution
0002008374,115,1370651569.5100002,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001176199,332,1370277747.8600004,1,26765,John Hancock Preferred Income Fund,John Hancock Preferred Income Fund,institution
0000357059,615,1359291995.7499998,1,87,Nomura,Nomura,institution
0001925779,124,1354696992.3999996,1,27132,Flat Rock Enhanced Income Fund,Flat Rock Enhanced Income Fund,institution
0001411674,129,1353934394.72,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0000918701,337,1351372912.05,1,17941,Morgan Stanley Investment Management,"Goldman Sachs Asset Management, L.P.",institution
0001031008,834,1348218064.8299997,2,3682,AZZAD ASSET MANAGEMENT INC /ADV,AZZAD ASSET MANAGEMENT INC /ADV,institution
0000941568,175,1340934371.5301304,1,83,Credit Suisse,Credit Suisse,institution
0001969445,73,1325238977.6100001,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001471420,121,1316372757.5200005,1,26877,"Columbia Seligman Premium Technology Growth Fund, Inc.","Columbia Seligman Premium Technology Growth Fund, Inc.",institution
0000917100,97,1312906568.2799995,1,26720,"INDIA FUND, INC.","INDIA FUND, INC.",institution
0001395325,152,1308555364.8599997,1,26869,Eaton Vance Risk-Managed Diversified Equity Income Fund,Eaton Vance Risk-Managed Diversified Equity Income Fund,institution
0001793855,138,1306020192.7200003,1,25960,abrdn Global Infrastructure Income Fund,abrdn Global Infrastructure Income Fund,institution
0001861115,2994,1299394650.1400015,1,27096,Nuveen Multi-Asset Income Fund,Nuveen Multi-Asset Income Fund,institution
0001370177,1847,1299283216.8900018,2,7067,"RIVERNORTH CAPITAL MANAGEMENT, LLC","RIVERNORTH CAPITAL MANAGEMENT, LLC",institution
0001268533,41,1289053312.39,1,26808,Tortoise Energy Infrastructure Corp,Tortoise Energy Infrastructure Corp,institution
0000818972,521,1283122450.7160017,1,26640,"BNY Mellon Strategic Municipals, Inc.","BNY Mellon Strategic Municipals, Inc.",institution
0001554697,1753,1281023891.109998,1,26924,"PGIM Global High Yield Fund, Inc.","PGIM Global High Yield Fund, Inc.",institution
0001762562,277,1280266849.969999,1,27017,Clarion Partners Real Estate Income Fund Inc.,Clarion Partners Real Estate Income Fund Inc.,institution
0001635977,258,1279373811.8499994,1,26960,abrdn World Healthcare Fund,abrdn World Healthcare Fund,institution
0000355767,231,1277537473.21,1,18134,"Accrued Equities, Inc.","Accrued Equities, Inc.",institution
0001688897,247,1266930650.7499998,1,26974,FS Credit Income Fund,FS Credit Income Fund,institution
0000918292,600,1246745977.2099998,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000901243,1116,1246083440.4799993,1,26710,"BlackRock MuniAssets Fund, Inc.","BlackRock MuniAssets Fund, Inc.",institution
0001309161,331,1245658019.92,2,4595,COHEN & STEERS CAPITAL MANAGEMENT INC,"COHEN & STEERS, INC.",institution
0001919700,1044,1245433258.9399998,2,66,"Touchstone Advisors, Inc.",Sands Capital,institution
0000912291,213,1235650099.1100001,1,1355,FRANKLIN ADVISERS INC,FRANKLIN ADVISERS INC,institution
0001067442,335,1226589780.9399998,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0001777677,7,1226259474.09,1,27024,"FUNDRISE REAL ESTATE INTERVAL FUND, LLC","FUNDRISE REAL ESTATE INTERVAL FUND, LLC",institution
0000866700,1091,1225323462.1899986,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0000836622,987,1225313017.0500023,1,16,Putnam Investments,Putnam Investments,institution
0001137391,238,1225087407.4599998,1,2,BlackRock / iShares,BlackRock / iShares,institution
0001000249,642,1218291670.7599998,1,901,"First Eagle Investment Management, LLC","First Eagle Investment Management, LLC",institution
0001267902,305,1200500026.4799998,1,26807,Western Asset Inflation-Linked Opportunities & Income Fund,Western Asset Inflation-Linked Opportunities & Income Fund,institution
0001464413,600,1200358152.04,1,19743,"Grimaldi Portfolio Solutions, Inc.","Grimaldi Portfolio Solutions, Inc.",institution
0001379384,2001,1200288924.749997,1,26857,BlackRock Credit Allocation Income Trust,BlackRock Credit Allocation Income Trust,institution
0001748680,1618,1199435240.9199996,1,27008,1WS Credit Income Fund,1WS Credit Income Fund,institution
0000356786,308,1199365398.7,1,4281,SIT INVESTMENT ASSOCIATES INC,SIT INVESTMENT ASSOCIATES INC,institution
0001210123,591,1197736608.6200001,1,26777,ALLSPRING INCOME OPPORTUNITIES FUND,ALLSPRING INCOME OPPORTUNITIES FUND,institution
0000890393,290,1175736854.1,1,26696,"BlackRock MuniYield Michigan Quality Fund, Inc.","BlackRock MuniYield Michigan Quality Fund, Inc.",institution
0001902944,137,1170710294.5900004,1,27122,Cantor Fitzgerald Infrastructure Fund,Cantor Fitzgerald Infrastructure Fund,institution
0001214935,441,1167895959.9799995,1,26779,Virtus Convertible & Income Fund,Virtus Convertible & Income Fund,institution
0001038186,483,1152161737.6700003,1,26727,"BlackRock MuniHoldings New York Quality Fund, Inc.","BlackRock MuniHoldings New York Quality Fund, Inc.",institution
0002008359,93,1142447666.6,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001606378,170,1141130346.8000004,0,,,,
0001515324,629,1137434818.7300005,1,26906,"Ares Dynamic Credit Allocation Fund, Inc.","Ares Dynamic Credit Allocation Fund, Inc.",institution
0001543188,103,1123634276.4300008,1,26920,AB Multi-Manager Alternative Fund,AB Multi-Manager Alternative Fund,institution
0000836412,1497,1122584136.7999988,1,26655,Virtus Total Return Fund Inc.,Virtus Total Return Fund Inc.,institution
0001178839,564,1120379468.3500004,1,26767,NEUBERGER MUNICIPAL FUND INC.,NEUBERGER MUNICIPAL FUND INC.,institution
0002020407,105,1114650271.3200002,1,27189,HarbourVest Private Investments Fund,HarbourVest Private Investments Fund,institution
0001937073,502,1114380407.0900004,1,27134,Calamos Aksia Alternative Credit & Income Fund,Calamos Aksia Alternative Credit & Income Fund,institution
0001966776,254,1108127420.6399994,1,27145,KKR Asset-Based Income Fund,KKR Asset-Based Income Fund,institution
0000853438,406,1107847883.8500001,1,20,Gabelli,Gabelli,institution
0000811860,1266,1105045983.6699996,1,2324,SATURNA CAPITAL CORP,SATURNA CAPITAL CORP,institution
0001090504,326,1105013151.5399997,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0001160363,187,1102035200.6000001,1,1648,INVESTMENT HOUSE LLC,INVESTMENT HOUSE LLC,institution
0001189740,336,1098871882.67,1,26772,John Hancock Preferred Income Fund II,John Hancock Preferred Income Fund II,institution
0001819559,449,1098864037.92,1,27053,Western Asset Diversified Income Fund,Western Asset Diversified Income Fund,institution
0001745059,481,1089230501.2300003,1,27006,Angel Oak Financial Strategies Income Term Trust,Angel Oak Financial Strategies Income Term Trust,institution
0001058239,844,1088931330.3800006,1,26732,Western Asset High Income Fund II Inc.,Western Asset High Income Fund II Inc.,institution
0001258623,1028,1085257719.1099997,1,26800,Eaton Vance Senior Floating-Rate Trust,Eaton Vance Senior Floating-Rate Trust,institution
0000884121,284,1079020733.66,1,26686,abrdn Life Sciences Investors,abrdn Life Sciences Investors,institution
0001785971,174,1075875518.08,1,27028,BlackRock Health Sciences Term Trust,BlackRock Health Sciences Term Trust,institution
0000884152,556,1075362195.049999,1,26687,Invesco Municipal Opportunity Trust,Invesco Municipal Opportunity Trust,institution
0001884021,73,1071522933.1199995,1,24350,Volatility Shares LLC,Volatility Shares LLC,institution
0000081247,225,1067831277.7500004,1,16,Putnam Investments,Putnam Investments,institution
0001105877,549,1065337552.5699999,1,19310,"Allied Asset Advisors, Inc.","Allied Asset Advisors, Inc.",institution
0001121746,991,1063985582.4200001,1,19,Eaton Vance,Eaton Vance,institution
0002061233,26,1059610724.2799997,1,27248,Morgan Stanley Private Markets & Alternative Fund,Morgan Stanley Private Markets & Alternative Fund,institution
0001181187,468,1057158741.2400002,1,26768,BlackRock Municipal Income Quality Trust,BlackRock Municipal Income Quality Trust,institution
0000732337,453,1054454003.1900005,1,16,Putnam Investments,Putnam Investments,institution
0000916183,1465,1053090144.7700002,1,26718,"PIMCO Strategic Income Fund, Inc.","PIMCO Strategic Income Fund, Inc.",institution
0001288992,1024,1052071729.2900004,1,26826,Eaton Vance Floating-Rate Income Trust,Eaton Vance Floating-Rate Income Trust,institution
0000356787,333,1050440439.49,1,4281,SIT INVESTMENT ASSOCIATES INC,SIT INVESTMENT ASSOCIATES INC,institution
0000033934,143,1049907135.1199998,1,26605,"Cornerstone Total Return Fund, Inc.","Cornerstone Total Return Fund, Inc.",institution
0001493683,280,1045134482.0199999,1,26887,BlackRock Taxable Municipal Bond Trust,BlackRock Taxable Municipal Bond Trust,institution
0000720064,358,1038128183.1099998,1,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0001576367,1881,1033868359.7700005,1,3657,SKBA CAPITAL MANAGEMENT LLC,SKBA CAPITAL MANAGEMENT LLC,institution
0001502745,1055,1032432680.1500001,1,19028,"Copeland Capital Management, LLC","Copeland Capital Management, LLC",institution
0001984165,245,1018240007.5799999,1,27152,CAZ Strategic Opportunities Fund,CAZ Strategic Opportunities Fund,institution
0001810256,185,1010924337.2119999,1,27042,Bow River Capital Evergreen Fund,Bow River Capital Evergreen Fund,institution
0000892568,166,1007865226.8600003,1,2674,CUTLER INVESTMENT COUNSEL LLC,CUTLER INVESTMENT COUNSEL LLC,institution
0000796227,75,1007055956.05,1,18349,Provident Trust Company,Provident Trust Company,institution
0001896329,190,1005966541.0999999,1,27119,PIMCO Flexible Real Estate Income Fund,PIMCO Flexible Real Estate Income Fund,institution
0001995940,77,1002564234.0299997,1,27163,AMG Pantheon Credit Solutions Fund,AMG Pantheon Credit Solutions Fund,institution
0001930147,265,1002247344.9999999,1,26370,"Sound Point Meridian Capital, Inc.","Sound Point Meridian Capital, Inc.",institution
0002035827,138,999560707.4100002,1,64,Oakmark / Harris,Oakmark / Harris,institution
0000835620,3207,999471082.6100001,1,2,BlackRock / iShares,BlackRock / iShares,institution
0001777482,574,997965310.6500005,1,27022,Nuveen Enhanced High Yield Municipal Bond Fund,Nuveen Enhanced High Yield Municipal Bond Fund,institution
0000069752,2475,992013027.3200003,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0000906013,1312,984440511.059999,1,26712,AllianceBernstein Global High Income Fund Inc,AllianceBernstein Global High Income Fund Inc,institution
0002004413,34,982032131.4300001,1,27173,Beacon Pointe Multi-Alternative Fund,Beacon Pointe Multi-Alternative Fund,institution
0000821484,8010,975926891.8000014,1,7984,State Street / SSGA,STATE STREET CORP,institution
0001122006,353,975785769.81,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0001905088,202,975496175.1599998,1,27125,ARK Venture Fund,ARK Venture Fund,institution
0001677615,124,971673400.1500003,1,26970,Federated Hermes Project & Trade Finance Tender Fund,Federated Hermes Project & Trade Finance Tender Fund,institution
0001285890,480,969837920.2299997,1,26821,VOYA GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND,VOYA GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND,institution
0000869356,53,963713293.4599999,1,12596,Pioneer Equity Income Fund,Pioneer Equity Income Fund,fund
0002038383,1635,957546868.1799994,1,2925,THORNBURG INVESTMENT MANAGEMENT INC,THORNBURG INVESTMENT MANAGEMENT INC,institution
0001308927,305,952886220.7600003,1,26835,Eaton Vance Tax-Managed Buy-Write Income Fund,Eaton Vance Tax-Managed Buy-Write Income Fund,institution
0001270131,314,952683594.3799996,1,26810,LMP Capital & Income Fund Inc.,LMP Capital & Income Fund Inc.,institution
0001615905,684,950036198.1100005,1,26953,Nuveen Global High Income Fund,Nuveen Global High Income Fund,institution
0001754836,309,945129077.0,1,27011,Eagle Point Income Co Inc.,Eagle Point Income Co Inc.,institution
0002039471,57,944565226.4399999,1,27219,Ardian Access LLC,Ardian Access LLC,institution
0001166729,598,943728853.89,0,,,,
0001534880,1550,942206901.1299995,1,26918,"PGIM High Yield Bond Fund, Inc.","PGIM High Yield Bond Fund, Inc.",institution
0001608016,855,940214607.279999,1,26950,Palmer Square Opportunistic Income Fund,Palmer Square Opportunistic Income Fund,institution
0000899774,561,939821358.3300002,1,57,AllianceBernstein,AllianceBernstein,institution
0001518557,184,939321456.2699993,1,26909,NYLI MacKay DefinedTerm Muni Opportunities Fund,NYLI MacKay DefinedTerm Muni Opportunities Fund,institution
0000900422,568,933406022.9700004,1,26709,Putnam Municipal Opportunities Trust,Putnam Municipal Opportunities Trust,institution
0001291334,166,928681080.0,1,26828,First Trust Enhanced Equity Income Fund,First Trust Enhanced Equity Income Fund,institution
0001282850,720,924242850.6799988,1,26819,First Trust Senior Floating Rate Income Fund II,First Trust Senior Floating Rate Income Fund II,institution
0001732078,117,923601002.76,1,26994,Flat Rock Opportunity Fund,Flat Rock Opportunity Fund,institution
0001836057,86,920051635.7299997,1,27063,BlackRock Technology and Private Equity Term Trust,BlackRock Technology and Private Equity Term Trust,institution
0001586462,82,918530643.1100001,1,11,,Fidelity / FMR,institution
0001137390,482,913908425.4899997,1,26747,BlackRock New York Municipal Income Trust,BlackRock New York Municipal Income Trust,institution
