entity_id,canonical_name,current_classification,new_classification,derived_via,source_string,confidence,signal_C_matched_keyword,signal_D_value,institution_aum_usd,fund_rollup_aum_usd
27028,BlackRock Health Sciences Term Trust,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Trust (Trust),,0.0,1075875518.08
27035,Franklin BSP Private Credit Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Credit,,0.0,435038440.8600001
27038,KKR Real Estate Select Trust Inc.,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Trust (Trust Inc),,0.0,2785208533.8999987
27041,BlackRock Capital Allocation Term Trust,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Trust (Trust),,0.0,1736767517.7900016
27043,First Trust High Yield Opportunities 2027 Term Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,High Yield,,0.0,2115639898.6699984
27046,PGIM Short Duration High Yield Opportunities Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,High Yield,,0.0,862444580.17
27051,NB Private Markets Access Fund LLC,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,4017945244.27291
27054,Thornburg Income Builder Opportunities Trust,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Trust (Trust),,0.0,690519568.4599999
27063,BlackRock Technology and Private Equity Term Trust,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Trust (Trust),,0.0,920051635.7299995
27086,NB Crossroads Private Markets Fund VII LP,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,770301004.4079
27087,NB Crossroads Private Markets Fund VII Holdings LP,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,828919154.4201688
27092,FS MVP Private Markets Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,1933885067.25
27095,Invesco Dynamic Credit Opportunity Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Opportunity Fund,,0.0,588823767.21
27100,BlackRock ESG Capital Allocation Term Trust,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Trust (Trust),,0.0,1713353376.5299978
27116,NB Crossroads Private Markets Fund VII Advisory LP,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,90146508.69846
27117,Bluerock High Income Institutional Credit Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,High Income,,0.0,207760485.0000001
27130,First Trust Private Credit Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Credit,,0.0,787704066.7399997
27136,JPMorgan Private Markets Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,3067661015.9200015
27140,Felicitas Private Markets Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,242810207.49999997
27150,Apollo S3 Private Markets Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,410072046.41
27155,Manulife Private Credit Plus Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Credit,,0.0,422614168.66
27160,Eagle Point Enhanced Income Trust,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Income Trust,,0.0,219811181.10000017
27178,Franklin Lexington Private Markets Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,4854609161.410001
27182,Eagle Point Defensive Income Trust,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Income Trust,,0.0,324592342.4300002
27186,Principal Private Credit Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Credit,,0.0,119692778.65000004
27192,Sardis Credit Opportunity Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Opportunity Fund,,0.0,17807973.479999993
27194,First Trust Enhanced Private Credit Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Credit,,0.0,117533545.58
27213,Coller Private Credit Secondaries,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Credit,,0.0,444203252.34
27227,iDirect Private Credit Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Credit,,0.0,558833905.03
27244,Carlyle AlpInvest Private Markets Secondaries Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,613723591.0300001
27245,StepStone Private Credit Co-Investment Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Credit,,0.0,198788643.7799999
27247,TPG Private Markets Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,176905786.95000002
27248,Morgan Stanley Private Markets & Alternative Fund,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Markets,,0.0,1059610724.2799996
27258,EP Private Capital Fund I,unknown,active,name_pattern_active,wave1_name_pattern_active,high,Private Capital,,0.0,139877537.71078897
