entity_id,canonical_name,entity_type_entities,ECH_source,institution_aum_usd,fund_rollup_aum_usd,signal_A_hit,signal_B_hit,signal_C_hit,signal_C_label,signal_D_hit,signal_D_value,signal_E_hit,signal_E_value,tier,recommended_wave,rationale
18869,Lincoln Financial Investments Corporation,institution,default_unknown,0.0,124360493357.40039,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
18058,DoubleLine Capital LP,institution,default_unknown,0.0,122938433418.08995,False,True,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
19924,Olive Street Investment Advisers LLC,institution,default_unknown,0.0,115758412427.90009,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
17961,Schroder Investment Management North America Limited,institution,default_unknown,0.0,109138024050.98,False,True,False,,False,,False,,B,4,N-CEN role=subadviser only (no class signal)
18137,"Empower Capital Management, LLC",institution,default_unknown,0.0,96164623749.37471,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
18710,"Franklin Templeton Fund Adviser, LLC",institution,default_unknown,0.0,86592137373.29996,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
4071,"VOYA INVESTMENTS, LLC",institution,managers,0.0,85077177442.74593,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
18954,"First Pacific Advisors, LP",institution,default_unknown,0.0,84565421328.04,False,True,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
18387,Nomura Investment Management Austria Kapitalanlage AG,institution,default_unknown,0.0,75226407071.40001,False,True,False,,False,,False,,B,4,N-CEN role=subadviser only (no class signal)
18202,The Variable Annuity Life Insurance Company,institution,default_unknown,0.0,74927084485.22998,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
19586,"Empiric Advisors, Inc.",institution,default_unknown,0.0,73200433503.52994,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
18974,Brown Brothers Harriman & Co.,institution,default_unknown,0.0,52174490370.06,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
18000,"OppenheimerFunds, Inc.",institution,default_unknown,0.0,52012519156.725105,False,True,False,,False,,False,,B,4,N-CEN role=subadviser only (no class signal)
18883,Mondrian Investment Partners Limited,institution,default_unknown,0.0,50939632656.65998,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
18378,"American Beacon Advisors, Inc.",institution,default_unknown,0.0,50063458498.35999,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
18315,New York Life Investment Management LLC,institution,default_unknown,0.0,49084518867.65,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
19229,"Fuller & Thaler Asset Management, Inc.",institution,default_unknown,0.0,48397915252.240005,False,True,False,,False,,False,,B,4,N-CEN role=subadviser only (no class signal)
19297,Allianz Investment Management LLC,institution,default_unknown,0.0,45024380766.68011,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
17975,"Davis Selected Advisers - NY, Inc.",institution,default_unknown,0.0,42173432220.90998,False,True,False,,False,,False,,B,4,N-CEN role=subadviser only (no class signal)
18370,Easterly Investment Partners LLC,institution,default_unknown,0.0,42022288809.93998,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
18022,Constellation Investments Inc,institution,default_unknown,0.0,40888706211.71002,False,True,False,,False,,False,,B,4,N-CEN role=adviser only (no class signal)
