outer_top_parent,outer_family,family_match,n_rows,aum_b
5047.0,Fidelity Rutland Square Trust II,intra_family,4,0.5788662156800001
5047.0,Goldman Sachs Trust II,extra_family,59,0.05740564496
5047.0,Goldman Sachs Trust II,intra_family,1,0.02634883228
5047.0,Guardian Variable Products Trust,extra_family,29,0.04986911764000001
5047.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,extra_family,26,0.04680052949
5047.0,MASSMUTUAL SELECT FUNDS,extra_family,20,0.41539103858
5047.0,MFS Active Exchange Traded Funds Trust,extra_family,79,0.17586308489
5047.0,MFS SERIES TRUST X,intra_family,2,0.21093876834
5047.0,MML SERIES INVESTMENT FUND,extra_family,14,0.0118713177
5047.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,extra_family,39,0.42868980535999995
5047.0,NORTHWESTERN MUTUAL SERIES FUND INC,extra_family,11,0.04505846691999999
5047.0,PACIFIC SELECT FUND,extra_family,22,0.43136927306
5047.0,VALIC Co I,extra_family,16,0.77723277647
5048.0,SEI INSTITUTIONAL MANAGED TRUST,extra_family,23,0.10918943000999999
5050.0,abrdn Funds,extra_family,8,0.03952671255
5052.0,ARBITRAGE FUNDS,extra_family,5,-0.00335879263
5052.0,Morningstar Funds Trust,extra_family,3,0.06274850885
5057.0,RUSSELL INVESTMENT CO,extra_family,117,0.06372959226000001
5058.0,NORTHWESTERN MUTUAL SERIES FUND INC,extra_family,14,0.8188705324400001
5058.0,NORTHWESTERN MUTUAL SERIES FUND INC,intra_family,13,1.1049233682600001
5058.0,abrdn Funds,extra_family,17,0.15456921584
5061.0,Forethought Variable Insurance Trust,extra_family,25,0.07807687745
5061.0,Wilshire Mutual Funds Inc,extra_family,270,0.09147227343
5061.0,Wilshire Mutual Funds Inc,unknown_match,1,0.0003640674
5099.0,MoA Funds Corp,extra_family,435,2.34554351427
5099.0,MoA Funds Corp,intra_family,125,10.592123125909998
5099.0,MoA Funds Corp,unknown_match,3,0.009134505500000003
5099.0,Total Fund Solution,extra_family,26,0.019021772120000002
5100.0,Oak Associates Funds,extra_family,37,0.6072886256300001
5100.0,SARATOGA ADVANTAGE TRUST,extra_family,3,0.0028414008199999998
5127.0,Advanced Series Trust,extra_family,226,3.39763566319
5127.0,Advanced Series Trust,intra_family,4,0.04877399256
5127.0,Advanced Series Trust,unknown_match,1,0.011316988699999999
5127.0,"EMPOWER FUNDS, INC.",extra_family,2,0.068467474
5127.0,"EMPOWER FUNDS, INC.",intra_family,29,2.68967655305
5127.0,Guardian Variable Products Trust,extra_family,25,0.026935324890000004
5127.0,NORTHWESTERN MUTUAL SERIES FUND INC,extra_family,14,0.02940732575
5127.0,NORTHWESTERN MUTUAL SERIES FUND INC,intra_family,13,0.02272524031
5127.0,Nationwide Variable Insurance Trust,extra_family,24,0.16110763338999998
5127.0,Nationwide Variable Insurance Trust,unknown_match,1,0.0051272025
5127.0,PACIFIC SELECT FUND,extra_family,7,0.02831913905
5127.0,PFM Multi-Manager Series Trust,extra_family,7,0.5479505347299999
5127.0,Putnam Asset Allocation Funds,extra_family,85,0.38284101038
5127.0,Putnam Asset Allocation Funds,unknown_match,1,0.000762076
5127.0,Putnam Funds Trust,extra_family,10,0.31268160744
5127.0,SEASONS SERIES TRUST,extra_family,35,0.41830102709999994
5147.0,Putnam Asset Allocation Funds,extra_family,85,0.07401190894
5147.0,Putnam Asset Allocation Funds,unknown_match,1,0.00013944710000000002
5147.0,Putnam Variable Trust,extra_family,51,0.016543299129999998
5147.0,Putnam Variable Trust,unknown_match,1,6.0517800000000005e-05
5167.0,"RBB Fund, Inc.",extra_family,14,0.02205736828
5225.0,Ultimus Managers Trust,extra_family,6,0.21657372793999996
5233.0,Amplify ETF Trust,extra_family,230,3.30594593713
5233.0,Amplify ETF Trust,intra_family,6,0.37312855038
5382.0,NEW YORK LIFE INVESTMENTS FUNDS,extra_family,1,0.0144578
5382.0,NEW YORK LIFE INVESTMENTS FUNDS TRUST,extra_family,94,0.7587546372999999
5382.0,NEW YORK LIFE INVESTMENTS FUNDS TRUST,unknown_match,1,0.0027770535
5382.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,extra_family,118,2.17098945925
5382.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,intra_family,1,0.00186241784
5382.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,unknown_match,1,0.0083367272
5448.0,Cantor Select Portfolios Trust,extra_family,26,0.03803792194
5448.0,SARATOGA ADVANTAGE TRUST,extra_family,10,0.0030133245300000004
5448.0,SARATOGA ADVANTAGE TRUST,intra_family,10,0.0024038281899999995
5486.0,HEARTLAND GROUP INC.,extra_family,32,0.25539027385
5634.0,"Thompson IM Funds, Inc.",extra_family,25,0.06904312468000001
5640.0,Krane Shares Trust,extra_family,73,0.91499679434
5649.0,X-SQUARE BALANCED FUND,extra_family,13,0.014214970060000002
5673.0,"Manning & Napier Fund, Inc.",extra_family,83,0.31513101564999996
5673.0,"Manning & Napier Fund, Inc.",unknown_match,1,0.0005346315
5675.0,Brighthouse Funds Trust II,extra_family,2,0.03300052077000001
5675.0,M FUND INC,unknown_match,15,0.02359190604
5675.0,MASSMUTUAL SELECT FUNDS,extra_family,40,0.14527301926
5675.0,MASSMUTUAL SELECT FUNDS,unknown_match,1,0.00405053
5675.0,VANGUARD SCOTTSDALE FUNDS,extra_family,30,0.17733805353000004
5675.0,VANGUARD SCOTTSDALE FUNDS,intra_family,1,0.01117953655
5686.0,GREEN CENTURY FUNDS,extra_family,7,0.03969670055
5686.0,John Hancock Investment Trust,extra_family,11,0.022360908860000004
5686.0,Perpetual Americas Funds Trust,extra_family,3,0.00062153343
5687.0,Strategic Trust,unknown_match,7,0.047158293260000005
5688.0,PACE SELECT ADVISORS TRUST,extra_family,4,0.0029071658899999997
5693.0,Nuveen Investment Trust V,extra_family,12,0.026506805
5697.0,NEIMAN FUNDS,extra_family,50,0.68860689
5699.0,ANCORA TRUST,extra_family,20,0.027818614349999996
5706.0,Aristotle Fund Series Trust,extra_family,20,0.16012202182000002
5706.0,PFM Multi-Manager Series Trust,extra_family,43,1.03571689505
5718.0,First Trust Variable Insurance Trust,extra_family,8,0.03041427158
5718.0,First Trust Variable Insurance Trust,unknown_match,1,0.0039072405
5719.0,Wall Street EWM Funds Trust,extra_family,10,0.17294846785000004
5726.0,GuideStone Funds,extra_family,30,0.26638412807
5726.0,PAYDEN & RYGEL INVESTMENT GROUP,extra_family,17,0.35000582
5726.0,PAYDEN & RYGEL INVESTMENT GROUP,intra_family,11,0.08540637114
5728.0,ALGER FUNDS,extra_family,14,0.00468205835
5728.0,ALGER FUNDS II,extra_family,1,0.00035078125
5731.0,Mutual Fund & Variable Insurance Trust,extra_family,2,0.023405312940000002
5731.0,Strategy Shares,extra_family,50,0.054757341450000004
5732.0,GuideStone Funds,extra_family,303,1.83548654876
5732.0,GuideStone Funds,unknown_match,3,0.009249137099999999
5801.0,Columbia Funds Variable Series Trust II,extra_family,6,0.07853741036
5836.0,GraniteShares ETF Trust,extra_family,31,0.0781172919
5836.0,GraniteShares ETF Trust,unknown_match,15,0.00473259487
5918.0,RBB Fund Trust,extra_family,228,0.15095382245000002
5918.0,RBB Fund Trust,unknown_match,1,0.0003471969
5971.0,Brinker Capital Destinations Trust,extra_family,7,0.09105572897
6007.0,Listed Funds Trust,extra_family,14,0.7384279660799999
6007.0,Roundhill ETF Trust,extra_family,22,0.12645650116999999
6007.0,Roundhill ETF Trust,intra_family,25,0.70110571089
6043.0,Advisors Preferred Trust,extra_family,11,0.015569429190000001
6053.0,ALLSPRING EXCHANGE-TRADED FUNDS TRUST,extra_family,52,0.10862861036000002
6053.0,ALLSPRING EXCHANGE-TRADED FUNDS TRUST,unknown_match,1,0.001113552
6053.0,ALLSPRING FUNDS TRUST,extra_family,458,6.47597451842
6053.0,ALLSPRING FUNDS TRUST,intra_family,93,8.576179614299997
6053.0,ALLSPRING FUNDS TRUST,unknown_match,4,0.012737832199999998
6053.0,ALLSPRING MASTER TRUST,extra_family,32,0.12417381233
6053.0,Allspring VARIABLE TRUST,extra_family,115,0.08988469334999998
6053.0,Allspring VARIABLE TRUST,unknown_match,1,6.0677900000000004e-05
6053.0,Brighthouse Funds Trust I,extra_family,12,0.62344521805
6053.0,Catholic Responsible Investments Funds,extra_family,5,0.09168881648
6053.0,Guardian Variable Products Trust,extra_family,8,0.015675399370000002
6053.0,John Hancock Variable Insurance Trust,extra_family,11,0.03835463736
6053.0,Nationwide Variable Insurance Trust,extra_family,8,0.05636067626
6053.0,SEI INSTITUTIONAL INVESTMENTS TRUST,extra_family,29,0.24424569510000005
6053.0,Venerable Variable Insurance Trust,intra_family,3,0.38088733457
6063.0,Northern Lights Variable Trust,extra_family,61,0.47434537170999996
6075.0,Brinker Capital Destinations Trust,extra_family,69,0.23969284638
6075.0,IVY FUNDS,extra_family,1,0.00828852718
6075.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,extra_family,22,0.27366771293000003
6075.0,PACIFIC SELECT FUND,extra_family,8,0.11123298056
6075.0,Penn Series Funds Inc,extra_family,15,0.01188680599
6075.0,Securian Funds Trust,extra_family,7,0.24144099549
6075.0,Voya Mutual Funds,extra_family,8,0.02106096517
6079.0,Touchstone Strategic Trust,extra_family,7,0.037427919729999995
6164.0,Centaur Mutual Funds Trust,extra_family,10,0.045138678009999995
6207.0,Texas Capital Funds Trust,extra_family,24,0.0059832533599999994
6207.0,Texas Capital Funds Trust,intra_family,2,0.00058579173
6218.0,JNL Series Trust,extra_family,19,0.12641877067
6290.0,NEW YORK LIFE INVESTMENTS FUNDS,extra_family,13,0.26396257843
6290.0,NEW YORK LIFE INVESTMENTS FUNDS,unknown_match,1,0.011651337
6290.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,extra_family,27,0.17006117483000002
6309.0,PRIMECAP Odyssey Funds,extra_family,67,2.39707604183
6309.0,VANGUARD CHESTER FUNDS,extra_family,29,18.75582858199
6309.0,VANGUARD HORIZON FUNDS,extra_family,25,4.772049358500001
6309.0,VANGUARD VARIABLE INSURANCE FUNDS,extra_family,26,0.60039317521
6313.0,INVESTMENT MANAGERS SERIES TRUST II,extra_family,194,0.32957725203000005
6313.0,INVESTMENT MANAGERS SERIES TRUST II,unknown_match,1,3.76235e-05
6313.0,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,extra_family,9,0.0013952868499999998
6314.0,JNL Series Trust,extra_family,140,4.807966906419999
6314.0,JNL Series Trust,unknown_match,1,0.010915778099999999
6322.0,AGF Investments Trust,extra_family,57,-0.0066717756
6348.0,Catholic Responsible Investments Funds,extra_family,68,0.06091566323
6348.0,Columbia Funds Variable Series Trust II,extra_family,18,0.42899902129999995
6348.0,PACIFIC SELECT FUND,extra_family,8,0.01359755452
6348.0,Principal Exchange-Traded Funds,extra_family,94,1.3920743138200002
6348.0,"Principal Funds, Inc",extra_family,8,0.049030453259999995
6350.0,Templeton Global Smaller Companies Fund,extra_family,6,0.061173573120000005
6361.0,Mercer Funds,extra_family,14,0.019701707360000004
6390.0,Waycross Independent Trust,extra_family,22,0.046876509450000006
6402.0,LKCM Funds,extra_family,27,0.14764556762
6408.0,AMG Funds I,extra_family,2,0.00753722486
6410.0,Old Westbury Funds Inc,extra_family,4,0.47681725379
6429.0,YCG Funds,extra_family,4,0.052421599619999995
6690.0,EQ Advisors Trust,unknown_match,82,0.4195213569899999
6690.0,HARRIS ASSOCIATES INVESTMENT TRUST,extra_family,41,10.102511642869999
6690.0,Harris Oakmark ETF Trust,extra_family,20,0.25622050020000003
6690.0,LITMAN GREGORY FUNDS TRUST,extra_family,6,0.005904849320000001
6690.0,Morningstar Funds Trust,extra_family,15,0.20288311954
6690.0,Natixis Funds Trust I,extra_family,26,0.53153076028
6690.0,Natixis Funds Trust II,extra_family,9,0.20335801821
6699.0,Parnassus Funds,extra_family,40,2.43232103232
6699.0,Parnassus Funds II,extra_family,20,4.2151940028600015
6708.0,GPS Funds II,extra_family,174,1.8041091760899999
6785.0,ALPS ETF TRUST,extra_family,217,4.34599528683
6785.0,ALPS ETF TRUST,unknown_match,1,0.0025893525
6785.0,ALPS VARIABLE INVESTMENT TRUST,extra_family,35,0.08268357085999997
6785.0,FINANCIAL INVESTORS TRUST,extra_family,15,0.07927733921
6789.0,AMG Funds I,extra_family,2,0.0025302147400000003
6829.0,Direxion Funds,extra_family,4,0.34706315233999996
6829.0,Direxion Shares ETF Trust,extra_family,515,7.971152021870001
6829.0,Direxion Shares ETF Trust,unknown_match,5,0.0151888791
6938.0,Brighthouse Funds Trust II,extra_family,117,0.015256244409999998
6938.0,HARBOR FUNDS,extra_family,18,9.054368694879999
6939.0,Prudential Investment Portfolios 3,extra_family,5,0.012805496800000002
6941.0,Fairholme Funds Inc,extra_family,2,0.163408614
6943.0,Dunham Funds,extra_family,7,0.005932922279999999
6943.0,"RBB Fund, Inc.",extra_family,10,0.006264980769999999
6949.0,AMG Funds IV,extra_family,9,0.07101590081
6968.0,"EMPOWER FUNDS, INC.",extra_family,2,0.043471783
6968.0,"EMPOWER FUNDS, INC.",intra_family,18,0.6839020498099999
6987.0,Brown Advisory Funds,extra_family,47,1.0436549921299998
6987.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,extra_family,1,0.04121751237
6987.0,"Principal Funds, Inc",extra_family,8,0.721613355050003
6989.0,ALLSPRING FUNDS TRUST,extra_family,9,0.14364070863
6990.0,AMERICAN BEACON FUNDS,extra_family,31,0.11205072255
6990.0,RUSSELL INVESTMENT CO,extra_family,20,0.11093798455
7003.0,JNL Series Trust,intra_family,12,0.8664739265
7003.0,PACE SELECT ADVISORS TRUST,extra_family,27,0.21362832960999997
7003.0,PACE SELECT ADVISORS TRUST,unknown_match,1,0.0065662605
7003.0,Virtus Equity Trust,extra_family,35,0.80555292861
7003.0,Virtus Investment Trust,extra_family,4,0.01144051729
7003.0,Virtus Opportunities Trust,extra_family,6,0.04921539459
7003.0,Virtus Variable Insurance Trust,extra_family,29,0.08075169688
7003.0,Virtus Variable Insurance Trust,intra_family,5,0.00812174812
7004.0,ETF Series Solutions,extra_family,10,0.0022054118199999998
7023.0,NORTHERN LIGHTS FUND TRUST III,extra_family,65,0.9408134892000001
7029.0,Fidelity Greenwood Street Trust,extra_family,103,0.24522076421000003
7029.0,Fidelity Greenwood Street Trust,unknown_match,3,0.0030532095
7029.0,PACIFIC SELECT FUND,intra_family,36,1.37139109709
7034.0,Franklin Templeton Variable Insurance Products Trust,extra_family,19,0.08895093543
7034.0,Templeton Funds,extra_family,6,0.35612423815999994
7034.0,"Templeton Growth Fund, Inc.",extra_family,5,1.0772117398399998
7036.0,Virtus Investment Trust,extra_family,21,0.01804614571
7036.0,Virtus Strategy Trust,extra_family,31,0.00518659992
7036.0,Virtus Strategy Trust,intra_family,6,0.09796937778999999
7048.0,Professionally Managed Portfolios,extra_family,21,0.21440412282
7050.0,FINANCIAL INVESTORS TRUST,extra_family,10,0.37702788328000003
7050.0,Goldman Sachs Trust,extra_family,12,0.05262481147
7057.0,First Trust Variable Insurance Trust,extra_family,5,0.00981702005
7057.0,First Trust Variable Insurance Trust,intra_family,15,0.04366624625
7064.0,ADVISORS' INNER CIRCLE FUND,extra_family,4,0.14407715408000002
7064.0,Old Westbury Funds Inc,extra_family,126,5.66779208687
7064.0,Old Westbury Funds Inc,intra_family,2,0.00080931326
7064.0,Old Westbury Funds Inc,unknown_match,1,0.0001093905
7064.0,RUSSELL INVESTMENT CO,extra_family,3,0.0419320742
7064.0,TRANSAMERICA SERIES TRUST,intra_family,22,2.9999942169900002
7064.0,Touchstone Funds Group Trust,extra_family,8,0.47206338939
7067.0,RIVERNORTH FUNDS,extra_family,37,0.1192564401
7070.0,Northern Lights Fund Trust IV,extra_family,369,5.01045657333
7070.0,Northern Lights Fund Trust IV,unknown_match,7,0.03427308407
7107.0,Themes ETF Trust,extra_family,90,0.03312138762
7191.0,PFS FUNDS,extra_family,26,0.07655857268999999
7191.0,PFS Funds,extra_family,22,2.53349416749
7191.0,PFS Funds,unknown_match,1,0.01368800928
7238.0,Tema ETF Trust,extra_family,108,0.2765217736200001
7238.0,Tema ETF Trust,unknown_match,1,0.00149838345
7316.0,PACIFIC SELECT FUND,intra_family,1,0.13320975981
7316.0,"Principal Funds, Inc",extra_family,938,30.65101631954006
7316.0,"Principal Funds, Inc",intra_family,18,4.288691677960014
7316.0,"Principal Funds, Inc",unknown_match,3,0.017653662
7316.0,"Principal Variable Contract Funds, Inc",extra_family,381,2.557492104620001
7316.0,"Principal Variable Contract Funds, Inc",intra_family,19,0.57063890973
7316.0,"Principal Variable Contract Funds, Inc",unknown_match,3,0.0036315482999999997
7319.0,Hussman Investment Trust,extra_family,40,0.03537718551999999
7369.0,Fidelity Advisor Series VIII,extra_family,10,0.04399345568
7369.0,Fidelity Investment Trust,extra_family,7,0.13254604016
7558.0,ADVISORS' INNER CIRCLE FUND,extra_family,28,0.15614797497
7558.0,"BNY MELLON APPRECIATION FUND, INC.",extra_family,9,0.47796295305000003
7558.0,BNY MELLON VARIABLE INVESTMENT FUND,extra_family,17,0.06706207197
7558.0,"BNY Mellon Worldwide Growth Fund, Inc.",extra_family,10,0.24294216635000002
7585.0,U.S. GLOBAL INVESTORS FUNDS,unknown_match,11,0.011186517310000001
7620.0,RiverPark Funds Trust,extra_family,22,0.03024367361
7623.0,Goldman Sachs Trust II,extra_family,7,6.67911537166
7623.0,Goldman Sachs Trust II,intra_family,1,1.7330496865999998
7623.0,JNL Series Trust,extra_family,2,0.028001243079999998
7623.0,JNL Series Trust,intra_family,5,0.054969919199999995
7623.0,Nationwide Mutual Funds,extra_family,5,0.02606302968
7623.0,PACE SELECT ADVISORS TRUST,extra_family,22,0.14478895563000002
7639.0,SEI INSTITUTIONAL INVESTMENTS TRUST,extra_family,71,0.36638075244
7639.0,SEI INSTITUTIONAL INVESTMENTS TRUST,unknown_match,1,0.0023479663500000003
7646.0,Columbia Funds Variable Series Trust II,extra_family,12,0.54742945905
7646.0,Total Fund Solution,extra_family,10,0.00689351896
7731.0,RiverPark Funds Trust,extra_family,5,0.00956593568
7734.0,John Hancock Capital Series,extra_family,6,0.37656639743000003
7734.0,Virtus Asset Trust,extra_family,1,0.00409550728
7734.0,Virtus Equity Trust,extra_family,5,0.025204484109999998
7734.0,Virtus Opportunities Trust,extra_family,2,0.02575846248
7734.0,Virtus Variable Insurance Trust,extra_family,1,0.00131103689
7734.0,Voya Mutual Funds,extra_family,8,0.01492743265
7816.0,HOMESTEAD FUNDS INC,extra_family,20,0.41622650688
7821.0,INTEGRITY FUNDS,extra_family,13,0.04283266
7822.0,RMB Investors Trust,extra_family,5,0.024063918919999996
7823.0,Thrivent Core Funds,extra_family,17,0.13187427835
7823.0,Thrivent ETF Trust,extra_family,27,0.13388681917
7823.0,Thrivent Mutual Funds,extra_family,1016,4.293603232630005
7825.0,FundVantage Trust,extra_family,393,2.65824398136
7825.0,FundVantage Trust,unknown_match,2,4.9631e-06
7856.0,Russell Investments Exchange Traded Funds,extra_family,141,0.0820490726
7858.0,Miller Investment Trust,extra_family,3,-0.002697079
7859.0,AuguStar Variable Insurance Products Fund Inc,extra_family,128,0.14543141252
7859.0,AuguStar Variable Insurance Products Fund Inc,unknown_match,2,0.0023605144
7859.0,Fidelity Concord Street Trust,extra_family,148,3.183235657509999
7859.0,Fidelity Concord Street Trust,intra_family,1,0.0023432808
7886.0,JNL Series Trust,extra_family,7,0.24218667156
7907.0,World Funds Trust,extra_family,32,0.24455706007
7916.0,OBERWEIS FUNDS,extra_family,21,0.219636915
7922.0,"RBB Fund, Inc.",extra_family,87,0.16522472778
7922.0,"RBB Fund, Inc.",unknown_match,2,0.0007711281000000001
7984.0,ELFUN DIVERSIFIED FUND,extra_family,83,0.06974407965000001
7984.0,ELFUN DIVERSIFIED FUND,unknown_match,1,0.0001191144
7984.0,ELFUN INTERNATIONAL EQUITY FUND,extra_family,3,0.00675288876
7984.0,ELFUN TRUSTS,extra_family,11,1.20593776481
7984.0,SELECT SECTOR SPDR TRUST,extra_family,93,88.92742657628
7984.0,SELECT SECTOR SPDR TRUST,unknown_match,1,0.4553332055
7984.0,SPDR INDEX SHARES FUNDS,extra_family,1196,5.94737042711
7984.0,SPDR INDEX SHARES FUNDS,unknown_match,2,0.0016743258
7984.0,SPDR SERIES TRUST,extra_family,2099,68.40341070876
7984.0,SPDR SERIES TRUST,unknown_match,9,0.26484142250000003
7984.0,SSGA Active Trust,extra_family,118,2.2698539701100002
7984.0,SSGA FUNDS,extra_family,88,0.46958464545000006
7984.0,SSGA FUNDS,unknown_match,1,0.0025238014500000004
7984.0,STATE STREET INSTITUTIONAL INVESTMENT TRUST,extra_family,916,12.8572545768
7984.0,STATE STREET INSTITUTIONAL INVESTMENT TRUST,intra_family,74,44.85698283457
7984.0,STATE STREET INSTITUTIONAL INVESTMENT TRUST,unknown_match,2,0.030892896
7984.0,STATE STREET MASTER FUNDS,extra_family,27,0.24208040940999997
7984.0,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,extra_family,104,0.06155941541999999
7984.0,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,intra_family,1,0.00013197723
7984.0,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,unknown_match,1,0.0002918623
7996.0,Baillie Gifford Funds,extra_family,51,0.79168977321
7996.0,Brighthouse Funds Trust II,extra_family,5,0.16757422394
7996.0,VANGUARD HORIZON FUNDS,extra_family,2,0.10007670158
7996.0,VANGUARD HORIZON FUNDS,intra_family,1,0.1423054106
7996.0,VANGUARD TRUSTEES' EQUITY FUND,extra_family,1,0.005885627
7996.0,VANGUARD VALLEY FORGE FUNDS,extra_family,2,0.015687083
7996.0,VANGUARD VARIABLE INSURANCE FUNDS,extra_family,21,0.09619807585
7996.0,VANGUARD WHITEHALL FUNDS,extra_family,1,0.0091070196
8000.0,Clearwater Investment Trust,extra_family,102,0.038361058239999996
8005.0,GLOBAL X FUNDS,unknown_match,1269,11.73402502911
8201.0,Aspiriant Trust,extra_family,16,0.06892908206000001
8367.0,NEW COVENANT FUNDS,intra_family,2,0.07824634906
8367.0,SEI CATHOLIC VALUES TRUST,extra_family,117,0.06588697341000001
8367.0,Securian Funds Trust,extra_family,4,0.08381984021000001
8367.0,Securian Funds Trust,intra_family,1,0.30443675558
8386.0,1290 Funds,extra_family,52,0.00671017416
8386.0,1290 Funds,unknown_match,1,2.51415e-05
8386.0,Brighthouse Funds Trust I,extra_family,16,0.40299902293
8386.0,Brighthouse Funds Trust II,extra_family,36,0.60781723784
8386.0,"EMPOWER FUNDS, INC.",extra_family,4,0.046089201
8386.0,"EMPOWER FUNDS, INC.",intra_family,55,4.05348060425
8386.0,EQ Advisors Trust,unknown_match,3,0.03100907849
8386.0,Gateway Trust,extra_family,94,2.2525866513199997
8386.0,Goldman Sachs Trust II,extra_family,7,0.02854941
8386.0,Goldman Sachs Trust II,intra_family,2,0.02080109636
8386.0,GuideStone Funds,extra_family,15,0.014463151819999999
8386.0,JNL Series Trust,extra_family,3,0.06138816994
8386.0,JNL Series Trust,intra_family,4,0.06194798802
8386.0,LOOMIS SAYLES FUNDS I,extra_family,33,0.02572098379
8386.0,LOOMIS SAYLES FUNDS II,extra_family,51,8.50913997598
8386.0,MML SERIES INVESTMENT FUND,extra_family,3,0.03512182845
8386.0,MML SERIES INVESTMENT FUND,intra_family,20,0.8637758319600001
8386.0,NORTHWESTERN MUTUAL SERIES FUND INC,extra_family,14,0.12636996298000003
8386.0,NORTHWESTERN MUTUAL SERIES FUND INC,intra_family,13,0.16343081694
8386.0,Nationwide Mutual Funds,extra_family,10,0.060041009719999996
8386.0,Nationwide Variable Insurance Trust,extra_family,5,0.017518174049999998
8386.0,Natixis ETF Trust,extra_family,20,0.05100933672
8386.0,Natixis ETF Trust II,extra_family,10,0.005236812140000001
8386.0,Natixis Funds Trust I,extra_family,7,0.15089987459
8386.0,Natixis Funds Trust II,extra_family,39,0.35097074695999997
8386.0,Natixis Funds Trust IV,extra_family,4,0.00286261746
8386.0,Northern Lights Fund Trust,extra_family,7,0.0017082425
8386.0,"Principal Funds, Inc",extra_family,3,0.01566319896
8386.0,SARATOGA ADVANTAGE TRUST,extra_family,16,0.00851253491
8390.0,DBX ETF Trust,extra_family,1084,2.86818297818
8390.0,DBX ETF Trust,unknown_match,6,0.01035620565
8473.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,extra_family,8,0.20075820159
8473.0,New York Life Investments ETF Trust,extra_family,180,0.9632094860599999
8473.0,New York Life Investments ETF Trust,intra_family,1,0.00085017682
8498.0,Mercer Funds,extra_family,59,0.28144366982
8498.0,NEW COVENANT FUNDS,extra_family,171,0.13097422744
8498.0,NEW COVENANT FUNDS,intra_family,2,8.171469999999999e-05
8498.0,NEW COVENANT FUNDS,unknown_match,1,0.000206529
8513.0,Praxis Mutual Funds,intra_family,5,0.12489269087999999
8513.0,"RBB Fund, Inc.",extra_family,15,0.03401164801
8531.0,Monteagle Funds,extra_family,9,0.00125946357
8547.0,Aristotle Fund Series Trust,extra_family,19,0.15746117925
8547.0,HARBOR FUNDS,extra_family,11,0.32521440678999997
8548.0,"Nicholas Equity Income Fund, Inc.",extra_family,20,0.14083062561
8548.0,"Nicholas Fund, Inc.",extra_family,15,1.0421375763199998
8548.0,"Nicholas II, Inc.",extra_family,10,0.13926857896
8548.0,"Nicholas Limited Edition, Inc.",extra_family,4,0.025891847799999996
8553.0,CALAMOS GLOBAL TOTAL RETURN FUND,extra_family,25,0.029090982619999997
8553.0,Calamos Antetokounmpo Sustainable Equities Trust,extra_family,8,0.0008470934199999999
8592.0,Ivy Variable Insurance Portfolios,extra_family,29,0.19170097708
8592.0,Securian Funds Trust,extra_family,191,0.7205254309
8592.0,Securian Funds Trust,unknown_match,1,0.0023126445
8594.0,AMERICAN BEACON FUNDS,extra_family,31,0.11256082021
8612.0,Virtus Asset Trust,extra_family,8,0.1273554096
8612.0,Virtus Investment Trust,extra_family,9,0.505328868
8618.0,ADVISORS' INNER CIRCLE III,extra_family,63,0.68703268384
8618.0,ADVISORS' INNER CIRCLE III,unknown_match,1,0.001428092
8646.0,ADVISORS' INNER CIRCLE III,extra_family,117,1.3564371167700002
8646.0,ETF Series Solutions,extra_family,17,0.011192357150000002
8646.0,Hennessy Funds Trust,extra_family,8,0.01056348847
8646.0,Listed Funds Trust,extra_family,197,1.6132084031899998
8646.0,Listed Funds Trust,unknown_match,1,0.0024610032000000003
8646.0,Managed Portfolio Series,extra_family,5,0.034030543229999995
8646.0,Praxis Mutual Funds,intra_family,10,0.12947603255
8646.0,SCM Trust,extra_family,4,0.00357277911
8650.0,Commonwealth International Series Trust,extra_family,17,0.00559690557
8652.0,Principal Exchange-Traded Funds,extra_family,8,0.05951935054
8654.0,COLUMBIA FUNDS SERIES TRUST I,extra_family,20,0.008755208640000001
8654.0,COLUMBIA FUNDS SERIES TRUST I,intra_family,2,0.29180191940999994
8654.0,Columbia Funds Series Trust II,extra_family,3,0.0133472822
8654.0,Columbia Funds Series Trust II,intra_family,3,0.030429944
8654.0,SEASONS SERIES TRUST,extra_family,35,0.18921652736000005
8654.0,VALIC Co I,extra_family,11,0.07612583401
8654.0,Voya Partners Inc,extra_family,27,0.023053770100000006
8660.0,Virtus Alternative Solutions Trust,extra_family,5,0.00972164448
8705.0,"Principal Funds, Inc",extra_family,3,0.051182622649999995
8705.0,Teton Westwood Funds,extra_family,32,0.01717422299
8726.0,Pacer Funds Trust,extra_family,625,6.102966764939999
8726.0,Pacer Funds Trust,intra_family,22,0.66066918972
8726.0,Pacer Funds Trust,unknown_match,4,0.0071713215
