relationship_id,parent_entity_id,parent_name,parent_aum,parent_cik,child_entity_id,child_name,child_aum,child_cik,relationship_type,category
12108,2483, NEUBERGER BERMAN GROUP LLC,0.0,0001465109,1645, NEUBERGER BERMAN CANADA ULC,0.0,0001531987,wholly_owned,D
12111,8072,Alpine Investment Management Ltd,0.0,0001964631,4386,"ALPINE PRIVATE CAPITAL, LLC",0.0,0001728826,wholly_owned,D
12112,2471,SOFTBANK GROUP CORP.,0.0,0001065521,10596,SB INVESTMENT ADVISERS (US) INC.,0.0,0001730859,wholly_owned,D
12117,2903,VMS Asset Management Limited,0.0,0002107719,9920,SONA ASSET MANAGEMENT (US) LLC,0.0,0001856405,wholly_owned,D
12118,1259,"Cannae Holdings, Inc.",0.0,0001567619,232,"JANA Partners Management, LP",0.0,0001998597,wholly_owned,D
12120,1259,"Cannae Holdings, Inc.",0.0,0001567619,232,"JANA Partners Management, LP",0.0,0001998597,parent_brand,D
12122,3658,SHEETS SMITH WEALTH MANAGEMENT,0.0,0001157436,7935,Sheets Smith Investment Management,0.0,0001785199,parent_brand,D
12129,10869,BENJAMIN EDWARDS INC,0.0,0001451623,2339,"Benjamin F. Edwards Wealth Management, LLC",0.0,0001771026,wholly_owned,D
12130,1727,"Lewis Asset Management, LLC",0.0,0002004520,9240,"Bison Wealth, LLC",0.0,0001845251,wholly_owned,D
12131,3534,"TMB Capital Partners, LLC",0.0,0002111931,9240,"Bison Wealth, LLC",0.0,0001845251,parent_brand,D
12132,5476,MIROVA,0.0,0001767843,1021,Mirova US LLC,0.0,0001802900,wholly_owned,D
12133,4763,Natixis Investment Managers SA,0.0,0001535815,1021,Mirova US LLC,0.0,0001802900,wholly_owned,D
12134,10235,NATIXIS,0.0,0001274981,1021,Mirova US LLC,0.0,0001802900,wholly_owned,D
12138,4748,Opus Financial Solutions LLC,0.0,0001934041,8438,OPTIMUM INVESTMENT ADVISORS,0.0,,wholly_owned,D
12139,7073,"Carmel Capital Partners, LLC",0.0,0001900481,5065,"Kathmere Capital Management, LLC",0.0,0001794543,wholly_owned,D
12140,2059,"WMS Partners, LLC",0.0,0001480916,9968,AXS Investments LLC,0.0,0001801467,wholly_owned,D
12142,9981,"Smead Capital Management, Inc.",0.0,0001427008,3711,"Dalton Investments, Inc.",0.0,0001388838,wholly_owned,D
12147,9722,"Financial Partners Group, LLC",0.0,0001965246,4321,"Rollins Financial Advisors, LLC",0.0,0001884018,wholly_owned,D
12148,1600,"Financial Partners Group, Inc",0.0,0001731169,4321,"Rollins Financial Advisors, LLC",0.0,0001884018,wholly_owned,D
12149,1445,J.P. Morgan Trust Co of Delaware,0.0,0001387526,8606,"Burkehill Global Management, LP",0.0,0001904549,mutual_structure,D
12163,1589,"PGIM, Inc.",0.0,0000946754,6938,JENNISON ASSOCIATES LLC,0.0,0000053417,wholly_owned,D
12164,10914,PRUDENTIAL FINANCIAL INC,0.0,0001137774,6938,JENNISON ASSOCIATES LLC,0.0,0000053417,wholly_owned,D
12165,8327,"OSAIC HOLDINGS, INC.",0.0,0001677044,7819,AUXIER ASSET MANAGEMENT LLC,0.0,0001105863,wholly_owned,D
12167,775,"RM Financial Services, LLC",0.0,0002109852,8467,"LBMC INVESTMENT ADVISORS, LLC",0.0,0001536924,wholly_owned,D
12168,6731,Trust Co,0.0,0001632554,964,"Capital Advantage, Inc.",0.0,0001628896,wholly_owned,D
12169,7316,PRINCIPAL FINANCIAL GROUP INC,0.0,0001126328,8652,PRINCIPAL REAL ESTATE INVESTORS LLC,0.0,0001218333,wholly_owned,D
12170,6700,PRINCIPAL FINANCIAL SERVICES INC,0.0,0001094589,8652,PRINCIPAL REAL ESTATE INVESTORS LLC,0.0,0001218333,wholly_owned,D
12177,2187,MIZUHO FINANCIAL GROUP INC,0.0,0001335730,5727,"Asset Management One Co., Ltd.",0.0,0001068855,wholly_owned,D
12178,4052,"Dai-ichi Life Holdings, Inc.",0.0,0000948518,5727,"Asset Management One Co., Ltd.",0.0,0001068855,parent_brand,D
12181,1355,FRANKLIN ADVISERS INC,0.0,0000898420,3719,FRANKLIN ADVISORY SERVICES LLC,0.0,0001027814,wholly_owned,D
12182,4805,FRANKLIN RESOURCES INC,0.0,0000038777,3719,FRANKLIN ADVISORY SERVICES LLC,0.0,0001027814,wholly_owned,D
12183,4805,FRANKLIN RESOURCES INC,0.0,0000038777,7034,TEMPLETON GLOBAL ADVISORS LTD,0.0,0001014885,wholly_owned,D
12185,4723,RAYMOND JAMES FINANCIAL INC,0.0,0000720005,6394,"SCOUT INVESTMENTS, INC.",0.0,0001161927,wholly_owned,D
12186,18675,"LM Capital Group, LLC",0.0,,5070,"CONSULTIVA WEALTH MANAGEMENT, CORP.",0.0,0001845849,wholly_owned,D
12191,7187,BGL BNP PARIBAS S.A.,0.0,0002010597,287,AXA Investment Managers US Inc.,0.0,0001920120,wholly_owned,D
12192,6700,PRINCIPAL FINANCIAL SERVICES INC,0.0,0001094589,10582,"PRINCIPAL SECURITIES, INC.",0.0,0000012600,wholly_owned,D
12195,4280,"Symphony Financial Services, Inc.",0.0,0002031979,9256,"Synergy Asset Management, LLC",0.0,0001699080,wholly_owned,D
12199,2641,Daiwa International Holdings Inc.,0.0,0001545860,9806,FIDUCIARY TRUST CO INTERNATIONAL,0.0,,wholly_owned,D
12201,4805,FRANKLIN RESOURCES INC,0.0,0000038777,9806,FIDUCIARY TRUST CO INTERNATIONAL,0.0,,wholly_owned,D
12207,1600,"Financial Partners Group, Inc",0.0,0001731169,5699,Ancora Advisors LLC,0.0,0001446114,wholly_owned,D
12208,9722,"Financial Partners Group, LLC",0.0,0001965246,5705,"ANCORA PRIVATE WEALTH ADVISORS, LLC",0.0,0001657660,wholly_owned,D
12209,1600,"Financial Partners Group, Inc",0.0,0001731169,5705,"ANCORA PRIVATE WEALTH ADVISORS, LLC",0.0,0001657660,wholly_owned,D
12210,8179,"MANUFACTURERS LIFE INSURANCE COMPANY, THE",0.0,0000928047,952,Manulife Investment Management (North America) Ltd,0.0,0001254859,wholly_owned,D
12211,8994,MANULIFE FINANCIAL CORP,0.0,0001086888,952,Manulife Investment Management (North America) Ltd,0.0,0001254859,wholly_owned,D
12212,5354,"Johnson Financial Group, Inc.",0.0,0001477024,7911,Johnson Wealth Inc.,0.0,0001682139,wholly_owned,D
12216,1359,GUGGENHEIM CAPITAL LLC,0.0,0001283072,5748,"Guggenheim Funds Investment Advisors, LLC",0.0,0001280782,wholly_owned,D
12218,195,"Guggenheim Partners Investment Management, LLC",0.0,0001425852,5748,"Guggenheim Funds Investment Advisors, LLC",0.0,0001280782,wholly_owned,D
12219,7091,"FIG Parent, LLC",0.0,0002024041,5748,"Guggenheim Funds Investment Advisors, LLC",0.0,0001280782,wholly_owned,D
12220,1589,"PGIM, Inc.",0.0,0000946754,1642,PGIM Quantitative Solutions LLC,0.0,0001316541,wholly_owned,D
12221,10914,PRUDENTIAL FINANCIAL INC,0.0,0001137774,1642,PGIM Quantitative Solutions LLC,0.0,0001316541,wholly_owned,D
12222,10915,RIVERSTONE HOLDINGS LLC,0.0,0001247497,6363,RIVERSTONE INVESTMENT GROUP LLC,0.0,0001427277,wholly_owned,D
12226,9349,STIFEL FINANCIAL CORP,0.0,0000720672,4315,"1919 Investment Counsel, LLC",0.0,0001324943,wholly_owned,D
12227,2358,"INDUS CAPITAL PARTNERS, LLC",0.0,0001350879,6285,"CAPITAL INSIGHT PARTNERS, LLC",0.0,0001664385,wholly_owned,D
12230,5938,"United Capital Financial Partners, LLC",0.0,0001372312,956,"UNITED CAPITAL FINANCIAL ADVISORS, LLC",0.0,0001463217,wholly_owned,D
12233,4046,Clarity Capital Partners LLC,0.0,0002012239,7016,"Clearwater Capital Advisors, LLC",0.0,0001690531,wholly_owned,D
12237,10709,Burk Holdings LLC,0.0,0002079815,309,"BHK Investment Advisors, LLC",0.0,0001710539,wholly_owned,D
12246,4204,SMA Capital LLC,0.0,0002075338,2357,MPM ASSET MANAGEMENT LLC,0.0,0001263048,wholly_owned,D
12247,336,Soroban Capital Partners LP,0.0,0001517857,291,1492 Capital Management LLC,0.0,0001584087,parent_brand,D
12248,4723,RAYMOND JAMES FINANCIAL INC,0.0,0000720005,3101,"Raymond James Financial Services Advisors, Inc.",0.0,0001462284,wholly_owned,D
12251,3736,AmeriServ Wealth Advisors,0.0,0001102062,1688,Baystate Wealth Management LLC,0.0,0001546408,wholly_owned,D
12252,1444,"Leonard Green & Partners, L.P.",0.0,0001175523,1688,Baystate Wealth Management LLC,0.0,0001546408,wholly_owned,D
12253,5845,"MILLER WEALTH ADVISORS, LLC",0.0,0001908158,1688,Baystate Wealth Management LLC,0.0,0001546408,wholly_owned,D
12254,2377,Cerity Partners LLC,0.0,0001566475,9930,Cerity Partners OCIO LLC,0.0,0001519611,wholly_owned,D
12256,2377,Cerity Partners LLC,0.0,0001566475,9930,Cerity Partners OCIO LLC,0.0,0001519611,parent_brand,D
12257,9722,"Financial Partners Group, LLC",0.0,0001965246,2407,"Coastal Bridge Advisors, LLC",0.0,0001665976,wholly_owned,D
12258,1600,"Financial Partners Group, Inc",0.0,0001731169,2407,"Coastal Bridge Advisors, LLC",0.0,0001665976,wholly_owned,D
12267,1123,"Redwood Capital Management Holdings, LP",0.0,0001737513,5695,"REDWOOD CAPITAL MANAGEMENT, LLC",0.0,0001316622,wholly_owned,D
12268,19777,"Pinnacle Capital Management, Inc.",0.0,,269,"Pinnacle Wealth Management Advisory Group, LLC",0.0,0001631864,wholly_owned,D
12270,7850,SLT Holdings LLC,0.0,0002052222,9280,STUDIO INVESTMENT MANAGEMENT LLC,0.0,0001893893,parent_brand,D
12271,9722,"Financial Partners Group, LLC",0.0,0001965246,5166,"LVW Advisors, LLC",0.0,0001576053,wholly_owned,D
12272,1600,"Financial Partners Group, Inc",0.0,0001731169,5166,"LVW Advisors, LLC",0.0,0001576053,wholly_owned,D
12274,8994,MANULIFE FINANCIAL CORP,0.0,0001086888,10609,JOHN HANCOCK VARIABLE TRUST ADVISERS LLC,0.0,0001320616,wholly_owned,D
12275,8179,"MANUFACTURERS LIFE INSURANCE COMPANY, THE",0.0,0000928047,10609,JOHN HANCOCK VARIABLE TRUST ADVISERS LLC,0.0,0001320616,wholly_owned,D
12280,10346,"BPSP, L.P.",0.0,0001597787,1626,Stockbridge Partners LLC,0.0,0001505183,wholly_owned,D
12281,6500,Berkshire Partners Holdings LLC,0.0,0001597786,1626,Stockbridge Partners LLC,0.0,0001505183,wholly_owned,D
12285,11104,"CHB Investment Group, LLC",0.0,0001933274,8515,"Crabel Capital Management, LLC",0.0,0001536557,wholly_owned,D
12286,2820,Cromwell Holdings LLC,0.0,0001894712,8515,"Crabel Capital Management, LLC",0.0,0001536557,wholly_owned,D
12287,5817,"Baird Financial Group, Inc.",0.0,0001648711,5142,Greenhouse Funds LLLP,0.0,0001626220,wholly_owned,D
12288,8327,"OSAIC HOLDINGS, INC.",0.0,0001677044,3667,"Osaic Advisory Services, LLC",0.0,0001682267,wholly_owned,D
12289,2379,"PHYSICIANS FINANCIAL SERVICES, INC.",0.0,0001665518,3667,"Osaic Advisory Services, LLC",0.0,0001682267,wholly_owned,D
12293,430,"Team Financial Group, LLC",0.0,0001845163,6323,CAPTRUST FINANCIAL ADVISORS,0.0,0001512024,wholly_owned,D
12295,8035,"Entruity Wealth, LLC",0.0,0001719303,3021,Gladstone Institutional Advisory LLC,0.0,0001766530,wholly_owned,D
12297,9722,"Financial Partners Group, LLC",0.0,0001965246,902,"Patton Albertson Miller Group, LLC",0.0,0001511037,wholly_owned,D
12298,10617,Main Management LLC,0.0,0001583092,2398,Main Management Fund Advisors LLC,0.0,0001862787,wholly_owned,D
12299,1479,"GFG Capital, LLC",0.0,0001638520,3045,"GPI CAPITAL, L.P.",0.0,0001836021,mutual_structure,D
12300,8122,"Torren Management, LLC",0.0,0002096203,10592,"Oribel Capital Management, LP",0.0,0001661140,mutual_structure,D
12304,9722,"Financial Partners Group, LLC",0.0,0001965246,2341,"XML Financial, LLC",0.0,0001800465,wholly_owned,D
12305,1600,"Financial Partners Group, Inc",0.0,0001731169,2341,"XML Financial, LLC",0.0,0001800465,wholly_owned,D
12307,2483, NEUBERGER BERMAN GROUP LLC,0.0,0001465109,5753,Green Court Capital Management Ltd,0.0,0001710785,wholly_owned,D
12308,9722,"Financial Partners Group, LLC",0.0,0001965246,6330,"One Charles Private Wealth Services, LLC",0.0,0001800938,wholly_owned,D
12309,1600,"Financial Partners Group, Inc",0.0,0001731169,6330,"One Charles Private Wealth Services, LLC",0.0,0001800938,wholly_owned,D
12311,10617,Main Management LLC,0.0,0001583092,4320,"Main Management ETF Advisors, LLC",0.0,0001698607,wholly_owned,D
12319,4824,"BEAM WEALTH ADVISORS, INC.",0.0,0001803426,5656,"ATTICUS WEALTH MANAGEMENT, LLC",0.0,0001800234,parent_brand,D
12325,10162,"Fund 1 Investments, LLC",0.0,0001959730,9878,Pleasant Lake Partners LLC,0.0,0001580144,wholly_owned,D
12327,1699,Thrivent Financial for Lutherans,0.0,0000314984,8575,"Thrivent Advisor Network, LLC",0.0,0001843730,wholly_owned,D
12328,7314,Jupiter Investment Management Ltd,0.0,0001080386,4347,"NZS Capital, LLC",0.0,0001816616,wholly_owned,D
12329,2632,"KNIGHTSBRIDGE ASSET MANAGEMENT, LLC",0.0,0001332811,4347,"NZS Capital, LLC",0.0,0001816616,wholly_owned,D
12332,11115,Exos TFP Holdings LLC,0.0,0001877521,7840,Exos Asset Management LLC,0.0,0001834630,wholly_owned,D
12333,4370,"17 CAPITAL PARTNERS, LLC",0.0,0001727407,9238,11 Capital Partners LP,0.0,0001801172,mutual_structure,D
12334,2438,M1 Capital Management LLC,0.0,0001976157,8664,M28 Capital Management LP,0.0,0001807489,mutual_structure,D
12335,4204,SMA Capital LLC,0.0,0002075338,5042,"PMV Capital Advisers, LLC",0.0,0001980695,wholly_owned,D
12340,2630,Merk Investments LLC,0.0,0001302842,804,SC XII MANAGEMENT LLC,0.0,0001374246,wholly_owned,D
12341,1997,MQS Management LLC,0.0,0001759395,804,SC XII MANAGEMENT LLC,0.0,0001374246,wholly_owned,D
12342,9722,"Financial Partners Group, LLC",0.0,0001965246,282,Ancora Alternatives LLC,0.0,0001836192,wholly_owned,D
12343,1600,"Financial Partners Group, Inc",0.0,0001731169,282,Ancora Alternatives LLC,0.0,0001836192,wholly_owned,D
12344,9722,"Financial Partners Group, LLC",0.0,0001965246,9959,"Badgley Phelps Wealth Managers, LLC",0.0,0001895362,wholly_owned,D
12345,1600,"Financial Partners Group, Inc",0.0,0001731169,9959,"Badgley Phelps Wealth Managers, LLC",0.0,0001895362,wholly_owned,D
12349,1664,Sandia Investment Management LP,0.0,0001880562,9974,SORA INVESTORS LLC,0.0,0001894532,wholly_owned,D
12351,9722,"Financial Partners Group, LLC",0.0,0001965246,3617,Azimuth Capital Investment Management LLC,0.0,0001942364,wholly_owned,D
12352,1600,"Financial Partners Group, Inc",0.0,0001731169,3617,Azimuth Capital Investment Management LLC,0.0,0001942364,wholly_owned,D
12353,4680,"Crestview Partners IV GP, L.P.",0.0,0001818687,9899,"Modern Wealth Management, LLC",0.0,0002001900,wholly_owned,D
12358,1487,LTG Capital LLC,0.0,0001936987,7850,SLT Holdings LLC,0.0,0002052222,wholly_owned,D
12361,967,Howard Capital Management Inc.,0.0,0001733173,5681,GFI Investment Counsel Ltd.,0.0,0001688774,wholly_owned,D
12362,8698,THRU LINE L.P.,0.0,0000806246,3652,"SummitTX Capital, L.P.",0.0,0002052310,parent_brand,D
12365,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,1672,"Tweedy, Browne Co LLC",0.0,0000732905,wholly_owned,D
12369,10178,AMERIPRISE FINANCIAL INC,0.0,0000820027,8654,"Columbia Management Investment Advisers, LLC",0.0,0001233991,wholly_owned,D
12370,10443,FMR LLC,0.0,0000315066,10549,FMR Investment Management (UK) Ltd,0.0,0001629539,wholly_owned,D
12371,7316,PRINCIPAL FINANCIAL GROUP INC,0.0,0001126328,6348,PRINCIPAL GLOBAL INVESTORS,0.0,0000769734,wholly_owned,D
12372,6700,PRINCIPAL FINANCIAL SERVICES INC,0.0,0001094589,6348,PRINCIPAL GLOBAL INVESTORS,0.0,0000769734,wholly_owned,D
12373,8705,WESTWOOD HOLDINGS GROUP INC,0.0,0001165002,5729,BROADMARK ASSET MANAGEMENT LLC,0.0,0001095952,wholly_owned,D
12376,3982,SUN LIFE FINANCIAL INC,0.0,0001097362,5047,MASSACHUSETTS FINANCIAL SERVICES CO /MA/,0.0,0000912938,wholly_owned,D
12377,8327,"OSAIC HOLDINGS, INC.",0.0,0001677044,9295,"Ramirez Asset Management, Inc.",0.0,0001992110,wholly_owned,D
12378,6053,"Allspring Global Investments Holdings, LLC",0.0,0001890906,6989,"Allspring Funds Management, LLC",0.0,0001327354,wholly_owned,D
12379,10744,Perpetual Ltd,0.0,0001647273,2188,OSTRUM ASSET MANAGEMENT,0.0,0001767945,wholly_owned,D
12382,5166,"LVW Advisors, LLC",0.0,0001576053,6386,Consolidated Planning Corp,0.0,0001805250,parent_brand,D
12383,4805,FRANKLIN RESOURCES INC,0.0,0000038777,9195,FRANKLIN TEMPLETON INVESTMENT MANAGEMENT LTD,0.0,0001200138,wholly_owned,D
12384,4805,FRANKLIN RESOURCES INC,0.0,0000038777,1621,FRANKLIN MUTUAL ADVISERS LLC,0.0,0001023875,wholly_owned,D
12385,2160,CDKV HOLDINGS LLC,0.0,0002109928,5749,CASTLEKEEP INVESTMENT ADVISORS LLC,0.0,0001404780,wholly_owned,D
12386,6150,REGIONS FINANCIAL CORP,0.0,0001281761,6280,PEREGRINE INVESTMENT MANAGEMENT INC,0.0,0001082809,wholly_owned,D
12387,10803,Zeno Equity Partners LLP,0.0,0002013334,8614,Waverton Investment Management Ltd,0.0,0001344114,wholly_owned,D
12394,8752,Blue Owl Capital Holdings LP,0.0,0001858703,237,WHITEBOX ADVISORS LLC,0.0,0001257391,wholly_owned,D
12395,6611,"Blue Capital, Inc.",0.0,0002032856,237,WHITEBOX ADVISORS LLC,0.0,0001257391,wholly_owned,D
12401,1859,"REAP Financial Group, LLC",0.0,0002048581,10621,Rehmann Capital Advisory Group,0.0,0001633037,wholly_owned,D
12403,7328,BIGLARI CAPITAL CORP.,0.0,0001334429,3690,"PKS Advisory Services, LLC",0.0,0001605401,wholly_owned,D
12404,916,"CAHABA WEALTH MANAGEMENT, INC.",0.0,0001716399,3620,"Abacus Wealth Partners, LLC",0.0,0001978011,parent_brand,D
12405,4635,"FEDERATED HERMES, INC.",0.0,0001056288,3575,FEDERATED ADVISORY SERVICES CO,0.0,0001279010,wholly_owned,D
12409,4410,SWAN Capital LLC,0.0,0001952722,2373,"CUSHING ASSET MANAGEMENT, LP dba NXG INVESTMENT MANAGEMENT",0.0,0001329375,mutual_structure,D
12410,10945,Man Group plc,0.0,0001637460,6990,Numeric Investors LLC,0.0,0001365324,wholly_owned,D
12414,10640,"IFG Advisory, LLC",0.0,0001728319,992,Centric Wealth Management,0.0,0001752761,wholly_owned,D
12415,8230,"IAG Wealth Partners, LLC",0.0,0001827261,1683,"MYCIO WEALTH PARTNERS, LLC",0.0,0001371726,wholly_owned,D
12416,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,1683,"MYCIO WEALTH PARTNERS, LLC",0.0,0001371726,wholly_owned,D
12418,8837,Desjardins Global Asset Management Inc.,0.0,0001563660,4367,Sterling Capital Management LLC,0.0,0001329883,wholly_owned,D
12419,6607,Federation des caisses Desjardins du Quebec,0.0,0002022297,4367,Sterling Capital Management LLC,0.0,0001329883,wholly_owned,D
12420,7276,Leucadia Asset Management LLC,0.0,0001492224,7050,"CoreCommodity Management, LLC",0.0,0001301743,wholly_owned,D
12421,11099,"72 Investment Holdings, LLC",0.0,0001832749,5083,"Radcliffe Capital Management, L.P.",0.0,0001218275,wholly_owned,D
12422,4559,Kurv Investment Management LLC,0.0,0002027462,5083,"Radcliffe Capital Management, L.P.",0.0,0001218275,wholly_owned,D
