filer_cik,filer_name,filing_count,targets,latest_filing,earliest_filing,last_form_type,auto_classification,manual_classification,existing_entity_id,action,notes
1559834,Vizirgianakis Stavros G.,1,1,2022-09-06,2022-09-06,SC 13D,INSTITUTION,INDIVIDUAL,,,
875045,BIOGEN INC.,1,1,2023-08-07,2023-08-07,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1850262,"Integral Acquisition Corp 1  (INTE, INTEU, INTEW)",1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1008092,LAL FAMILY PARTNERS LP,1,1,2023-02-10,2023-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1306717,Sanderling Venture Partners VI LP,1,1,2024-11-26,2024-11-26,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1534522,"Norwest Venture Partners XI, LP",1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1637692,Coucke Marc,1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,INDIVIDUAL,,,
1946058,"Amprius, Inc.",1,1,2023-05-12,2023-05-12,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1018327,KLINSKY STEVEN B,1,1,2024-11-26,2024-11-26,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1534902,Craft Kathleen S.,1,1,2023-11-07,2023-11-07,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1575872,Dr. Reddy's Holdings Limited (formerly Dr. Reddy's Holdings Private Limited),1,1,2022-05-02,2022-05-02,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1273693,Control Empresarial de Capitales S.A. de C.V.,1,1,2024-06-25,2024-06-25,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as wealth_management","auto-classified, single-filing filer, low priority"
1157523,Polaris Industries Inc. Employee Stock Ownership Plan,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1416192,Gottesman Noam,1,1,2022-05-11,2022-05-11,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1654595,"Medalist Diversified REIT, Inc.  (MDRR, MDRRP)",1,1,2022-02-03,2022-02-03,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1849019,AltC Sponsor LLC,1,1,2022-02-11,2022-02-11,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1793855,abrdn Global Infrastructure Income Fund,1,1,2023-02-08,2023-02-08,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1999256,Schornstein Alexander,1,1,2023-10-31,2023-10-31,SC 13D,INSTITUTION,INDIVIDUAL,,,
1869139,Narang Aman,1,1,2024-11-12,2024-11-12,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1800227,IAC/InterActiveCorp,1,1,2022-02-16,2022-02-16,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1751995,Alder Tree Investments II B.V.,1,1,2022-12-23,2022-12-23,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1564590,V. Gordon Clemons,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1366050,Mhatre Ravi,1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,INDIVIDUAL,,,
1965964,LIn Yu-Hsin,1,1,2023-02-15,2023-02-15,SC 13G,INSTITUTION,INDIVIDUAL,,,
1572910,PHILLIPS 66 PARTNERS LP,1,1,2022-03-10,2022-03-10,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1989692,Kurma Partners,1,1,2023-09-07,2023-09-07,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1319161,Warner Music Group Corp.,1,1,2022-02-10,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1088710,TYSON LIMITED PARTNERSHIP,1,1,2024-02-13,2024-02-13,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
885508,Stratus Properties Inc,1,1,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1083269,TRANSOCEAN INC,1,1,2022-09-23,2022-09-23,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1985083,CYVN Investments RSC Ltd,1,1,2024-02-28,2024-02-28,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1968995,Ogilvie Bruce Airlie III,1,1,2023-03-13,2023-03-13,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1876716,"ASPAC II Acquisition Corp.  (ASCB, ASCBR, ASCBU, ASCBW)",1,1,2023-02-14,2023-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1769490,Per Artur Bergman,1,1,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1190159,CHRISTIAN EDWARD K,1,1,2022-02-11,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1251213,BENTSUR RON,1,1,2022-03-28,2022-03-28,SC 13D,INSTITUTION,INDIVIDUAL,,,
1298033,"Domain Partners VI, L.P.",1,1,2022-01-04,2022-01-04,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
897101,Eleven Ventures LLC,1,1,2024-10-01,2024-10-01,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
72127,NEC CORP,1,1,2023-12-06,2023-12-06,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
2003540,Winch Steven,1,1,2023-12-22,2023-12-22,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1900679,"Technology & Telecommunication Acquisition Corp  (TETE, TETEU, TETEW)",1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1749591,"Westlake BioPartners Fund I, L.P.",1,1,2024-11-12,2024-11-12,SC 13G,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1628280,I.R.S IDENTIFICATION NOS. OF ABOVE PERSONS Todd McKinnon,1,1,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1628280,Banpu Public Company Limited,1,1,2024-11-13,2024-11-13,SC 13G,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1436979,Gamzu Guy,1,1,2023-06-01,2023-06-01,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1728413,Emerald Health Sciences Inc.,1,1,2023-03-20,2023-03-20,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
2016686,"I-B Good Works 4, LLC",1,1,2024-04-08,2024-04-08,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
919561,GOTTWALD BRUCE C,1,1,2024-11-27,2024-11-27,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1847846,"8i Acquisition 2 Corp.  (EUDA, EUDAW)",1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
2045933,"Biosion, Inc.",1,1,2024-11-25,2024-11-25,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1908124,Just Develop It Limited,1,1,2022-09-08,2022-09-08,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1882431,Bagnell James Andrew,1,1,2022-08-05,2022-08-05,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1965926,Winn Walter Timothy,1,1,2023-02-24,2023-02-24,SC 13D,INSTITUTION,INDIVIDUAL,,,
1829126,Sarah Jane Williams,1,1,2024-10-01,2024-10-01,SC 13G,INSTITUTION,INDIVIDUAL,,,
1946705,SGK 2018 REVOCABLE TRUST,1,1,2022-12-21,2022-12-21,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1628280,David M. Rubenstein,1,1,2023-02-10,2023-02-10,SC 13G/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
2038526,Williams Sarah Jane,1,1,2024-11-14,2024-11-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1232151,LAPEYRE PIERRE F JR,1,1,2022-02-01,2022-02-01,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1637500,Nicklin V Adah,1,1,2022-01-10,2022-01-10,SC 13G,INSTITUTION,INDIVIDUAL,,,
1731214,Shenzhen Sangel Capital Management Ltd Co,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1337074,He Zhengxu,1,1,2024-10-24,2024-10-24,SC 13G,INSTITUTION,INDIVIDUAL,,,
1823600,Nance William Bennett,1,1,2024-03-06,2024-03-06,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
943374,Robert W. Morrison,1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1575872,APS Trust,1,1,2024-07-01,2024-07-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1693315,XL Bermuda Ltd,1,1,2022-02-24,2022-02-24,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1824185,HH&L Acquisition Co.,1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,INDIVIDUAL,,,
1857855,"Finnovate Acquisition Corp.  (FNVT, FNVTU, FNVTW)",1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1664998,"KnowBe4, Inc.",1,1,2022-08-04,2022-08-04,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1718404,"Thorndale Farm, Inc.",1,1,2022-05-10,2022-05-10,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1130334,"WESCHLER, R. TED",1,1,2022-02-14,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,INDIVIDUAL,,,
1823365,"Generations Bancorp NY, Inc.",1,1,2022-01-26,2022-01-26,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1854166,Agriculture & Natural Solutions Acquisition Sponsor LLC,1,1,2024-02-08,2024-02-08,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1729149,Casey Hoyt,1,1,2023-02-21,2023-02-21,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
898432,John C. Koss Jr.,1,1,2022-06-03,2022-06-03,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1967113,Castagnoli Daniel,1,1,2024-11-19,2024-11-19,SC 13G,INSTITUTION,INDIVIDUAL,,,
1856989,Peikin Mark Howard,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1817718,"Falcon Fund 2 Holding Company, L.P.",1,1,2023-12-27,2023-12-27,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1800392,"Venus Acquisition Corp  (MLGO, VENAF)",1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1651902,Colgrove John,1,1,2022-02-11,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1628280,Pfizer Inc. ( Pfizer or the Reporting Person ),1,1,2023-05-15,2023-05-15,SC 13D/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1728957,"SCC Venture VI Holdco, LTD.",1,1,2022-02-11,2022-02-11,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1555882,SYZXC Trust,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1635075,Ramaswamy Vivek,1,1,2023-02-14,2023-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
866374,FLEX LTD.,1,1,2024-01-04,2024-01-04,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1099910,Queen's Road Capital Investment Ltd.,1,1,2024-11-15,2024-11-15,SC 13G,INSTITUTION,INDIVIDUAL,,,
1831006,"BlueRiver Acquisition Corp.  (BLUAF, BLUAW, BLUVF)",1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1885426,Bayshore Capital LLC,1,1,2024-05-15,2024-05-15,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1534743,Miller Richard A,1,1,2023-08-23,2023-08-23,SC 13D,INSTITUTION,INDIVIDUAL,,,
1434863,Gov Financial Holdings Ltd.,1,1,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1635088,Roivant Sciences Ltd.,1,1,2023-10-04,2023-10-04,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1114238,KEYWELL BRADLEY A,1,1,2024-08-08,2024-08-08,SC 13G,INSTITUTION,INDIVIDUAL,,,
844059,John D. Baker II,1,1,2023-02-24,2023-02-24,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1778784,"Provident Bancorp, Inc. /MD/",1,1,2022-02-11,2022-02-11,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1719494,Mariotti Brian Richard,1,1,2024-02-23,2024-02-23,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1783281,"HealthCap VIII, L.P.",1,1,2023-02-13,2023-02-13,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1870865,Badawi Paul,1,1,2023-02-14,2023-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1835068,Nuveen Core Plus Impact Fund,1,1,2022-08-24,2022-08-24,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1822492,Hillman Solutions Corp.,1,1,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1657476,Kesselman Stanley,1,1,2022-01-10,2022-01-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
33213,0000033213,1,0,2024-11-14,2024-11-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1800986,Caravel Holdings LLC,1,1,2024-04-08,2024-04-08,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1716421,Tremont Realty Capital LLC,1,1,2022-05-12,2022-05-12,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1706226,"Galileo Partners, LLC",1,1,2022-02-16,2022-02-16,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1868775,ASPAC I Acquisition Corp.,1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1962696,CyberLink International Technology Corp.,1,1,2023-02-13,2023-02-13,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1591095,Halperin Errol R.,1,1,2022-07-12,2022-07-12,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1878670,Burtech LP LLC,1,1,2024-02-20,2024-02-20,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2025308,"LFP Management, LLC",1,1,2024-06-07,2024-06-07,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2024353,"Jeal Intec, S.L.",1,1,2024-05-28,2024-05-28,SC 13G,LIKELY_INDIVIDUAL,INDIVIDUAL,,,
1640334,Emerald Health Sciences Inc.,1,1,2022-01-31,2022-01-31,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1193738,COTTER MARGARET,1,1,2022-11-02,2022-11-02,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1477932,"Accretive Capital Management, LLC",1,1,2024-01-09,2024-01-09,SC 13D,INSTITUTION,INDIVIDUAL,,,
1847273,"GO EK Ventures IV, LLC",1,1,2022-10-04,2022-10-04,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
2023299,Topper Holdings Ltd.,1,1,2024-05-15,2024-05-15,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1503841,Walker William M,1,1,2022-09-16,2022-09-16,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1505781,"Kleiner Perkins Caufield & Byers XIV, LLC",1,1,2022-02-11,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1767787,CMC Bullet Holdings Ltd,1,1,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1619007,Frantz Leroy Scott,1,1,2024-07-02,2024-07-02,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1181504,PIMCO CALIFORNIA MUNICIPAL INCOME FUND III,1,1,2023-09-22,2023-09-22,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1562151,"Crimson Wine Group, Ltd",1,1,2022-11-18,2022-11-18,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1831631,Anthony Hsieh,1,1,2023-01-10,2023-01-10,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1694426,"Delek US Holdings, Inc.",1,1,2024-08-07,2024-08-07,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1477932,Jeffrey Bishop,1,1,2022-02-10,2022-02-10,SC 13G,INSTITUTION,INDIVIDUAL,,,
901213,ANDERSON CHARLES C,1,1,2024-01-05,2024-01-05,SC 13D,INSTITUTION,INDIVIDUAL,,,
1798562,TMC the metals Co Inc.,1,1,2023-01-03,2023-01-03,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1863460,PHP Ventures Acquisition Corp.,1,1,2022-02-14,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1865111,"Alpha Star Acquisition Corp  (ALSA, ALSAR, ALSAU, ALSAW)",1,1,2023-02-14,2023-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1708055,Ribbon Communications Inc.,1,1,2022-09-21,2022-09-21,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
2010378,Verdugo Bentley Marie T.,1,1,2024-02-13,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1327318,"TrueCar, Inc.",1,1,2022-11-14,2022-11-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1541125,ARSENAL CAPITAL PARTNERS III LP,1,1,2022-12-16,2022-12-16,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
