filer_cik,filer_name,filing_count,targets,latest_filing,earliest_filing,last_form_type,auto_classification,manual_classification,existing_entity_id,action,notes
1924547,Ponce Bank Employees Stock Ownership Plan with 401(k) Provisions,3,1,2024-02-13,2022-04-19,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
731653,UNITED BANCORP INC /OH/,3,1,2024-02-09,2022-02-08,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1897727,"CFAC Holdings VIII, LLC.",3,1,2024-11-21,2023-12-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1705335,Pioneer Step Holdings Ltd,3,1,2024-08-21,2022-05-20,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1346101,Adnani Amir,3,1,2024-02-05,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1296324,PALLOTTA JAMES J,3,2,2024-12-04,2024-01-16,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
935577,KANDERS WARREN B,3,1,2024-02-12,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1846823,FiveT Investment Management Ltd,3,1,2023-02-24,2022-01-11,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1322415,"Lubar Equity Fund, LLC",3,1,2024-09-03,2022-06-22,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1541476,Jeremy Stoppelman,3,1,2024-01-29,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1914403,Deep Technology Linkage Fund L.P.,3,1,2024-02-06,2022-03-29,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1436126,"Mistras Group, Inc.",3,1,2024-02-14,2022-02-09,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1513807,Kolber Jonathan,3,2,2024-07-10,2024-04-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1079973,Alexander Schornstein,3,1,2024-06-24,2023-11-03,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1008086,PARSONS RICHARD D,3,1,2024-02-09,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
943374,"Mineola Community Bank,",3,1,2024-01-31,2022-02-02,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1802156,"Xponential Fitness, Inc.",3,1,2023-04-10,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1633055,Endurant Capital Management LP,3,1,2023-03-21,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1748907,Orchard Therapeutics plc,3,1,2023-04-10,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1868329,"Castle Creek Capital Partners VIII, LP",3,2,2024-12-06,2024-04-10,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1783794,Crumly Richard K.,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1889193,Verlinvest Beverages SA,3,1,2024-02-02,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1740904,"Centurium Capital Partners 2018, L.P.",3,1,2024-07-18,2022-01-27,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1080383,CARDINAL CAPITAL MANAGEMENT LLC /CT,3,2,2023-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2005617,Spencer Sandra J.,3,1,2024-05-22,2023-12-26,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1171520,"Rho Ventures VI, L.P.",3,3,2024-02-13,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1023128,Lithia Motors Inc,3,1,2024-02-05,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1300254,Bialik Leon,3,1,2024-01-26,2022-01-27,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1055728,BUCKLAND BARBARA ROBINSON,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1818383,"MediaAlpha, Inc.",3,1,2024-08-16,2022-06-23,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1318885,DIANA SHIPPING INC.,3,1,2023-10-17,2023-01-06,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1773914,Silbermann Benjamin,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1905842,Wang Ying Kate,3,1,2024-02-07,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1055624,SPRINGER TIMOTHY A,3,1,2024-10-24,2024-06-26,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1871006,Tenev Vladimir,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1472160,Demopulos Gregory A MD,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1478340,"Kishore V. Seendripu, Ph.D.",3,1,2024-02-14,2022-02-10,SC 13G/A,LIKELY_INDIVIDUAL,INDIVIDUAL,,,
1511989,"Chatham Asset Management, LLC",3,1,2022-05-19,2022-03-07,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1640334,Ebersole Gaines Wehrle,3,1,2024-01-08,2022-01-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1655827,"Frazier Life Sciences VIII, L.P.",3,1,2024-03-06,2022-08-09,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1344701,Synnex Technology International CORP,3,1,2024-02-06,2022-08-01,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1055727,ROBINSON WILLIAM W,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
62709,"MARSH & MCLENNAN COMPANIES, INC.",3,1,2024-02-08,2022-02-07,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1882303,"Sofinnova Venture Partners XI, L.P.",3,3,2024-11-12,2024-06-14,SC 13G,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1390775,Papatrifon Eleftherios,3,1,2024-10-17,2023-07-07,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1389153,Melco International Development LTD,3,1,2023-03-09,2022-05-13,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1297184,"Amphastar Pharmaceuticals, Inc.",3,1,2024-03-06,2023-02-01,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1666796,GREEN GAYLE GORMAN,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1845837,Dovigi Patrick,3,1,2024-02-06,2022-02-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
59478,ELI LILLY & Co,3,2,2023-07-07,2022-10-27,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1870549,Geisler Anthony,3,1,2024-11-19,2023-02-22,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1235912,"CVRx, Inc.",3,1,2024-11-01,2022-02-07,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1936288,Aztiq Pharma Partners S.a r.l.,3,1,2024-07-03,2022-07-05,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
797468,OCCIDENTAL PETROLEUM CORP /DE/,3,1,2023-09-14,2022-07-26,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1823009,Shlomi Ben Haim,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1752148,Parian Global Management LP,3,2,2023-02-13,2022-02-09,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as wealth_management","auto-classified, single-filing filer, low priority"
1218503,NACHT MARIUS,3,1,2024-01-02,2022-01-31,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1825628,Bos Teresa D.,3,1,2024-02-13,2022-01-12,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1628280,"Keystone Cranberry, LLC",3,1,2024-02-06,2022-02-14,SC 13G/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1637840,"Bain Capital Credit Managed Account (E), L.P.",3,1,2024-02-12,2023-02-22,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
46250,Hawkins Inc,3,1,2024-02-07,2022-02-09,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1837377,"Greater Miami Jewish Federation, Inc.",3,1,2024-04-03,2023-02-07,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1611157,Zhang Jack Y.,3,1,2024-02-09,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1930070,Yeung Danny Sheng Wu,3,1,2023-07-25,2022-05-31,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1932516,Foresite Capital Fund VI LP,3,3,2024-07-05,2024-02-23,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1950650,"GREP GP II, LLC",3,1,2023-02-21,2022-11-02,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1892870,Jermyn Street Associates LLC,3,1,2024-04-03,2022-07-05,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1605598,"ARCH Venture Fund VIII, L.P.",3,3,2024-05-13,2022-02-08,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1236731,HARRISON DEBORAH S,3,1,2024-01-18,2022-03-28,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1620093,Shah Niraj,3,1,2024-02-13,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1490906,"Capitol Federal Financial, Inc.",3,2,2024-02-07,2022-01-26,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1610500,Woodman Nicholas,3,1,2024-02-02,2022-02-02,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1576942,Katrina Lake,3,1,2024-02-14,2023-02-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1897085,Pascual Bryan J.,3,1,2023-03-02,2022-12-16,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1931210,Juweel Investors (SPC) Ltd,3,1,2024-01-16,2022-06-06,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1733842,Mangal Ajay,3,1,2024-02-12,2022-02-16,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1569916,State Bank & Trust Co,3,1,2024-02-09,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1196834,JACINTO RICHARD II,3,1,2023-06-23,2022-05-27,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1810997,"XPENG INC.  (XPEV, XPNGF)",3,1,2024-03-22,2023-12-12,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1309416,Adelson Miriam,3,1,2023-12-05,2022-03-17,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1846254,Avista Acquisition LP II,3,1,2022-12-13,2022-02-11,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1718348,Petrie Michael F.,3,1,2024-02-06,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1792204,"Foresite Capital Fund V, L.P.",3,3,2024-02-05,2022-02-11,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1906138,A10 Investimentos Fundo de Investimento de Acoes - Investimento No Exterior,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1825764,BENTLEY RICHARD P.,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1590945,Dorsey Jack,3,1,2024-02-08,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1676725,"IDEAYA Biosciences, Inc.",3,1,2024-01-18,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1684056,Springer David,3,1,2024-02-12,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1911120,LionGuard Capital Management Inc.,3,1,2024-11-01,2023-03-02,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
911971,TEEKAY CORP,3,1,2022-09-09,2022-01-28,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1432741,KKR 2006 Fund L.P.,3,1,2022-07-01,2022-03-24,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
48287,HNI CORP,3,1,2024-02-13,2022-02-08,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1769965,"FANZZLIDS HOLDINGS, LLC",3,1,2024-06-20,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1392972,"PROS Holdings, Inc.",3,1,2024-02-05,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1900556,"BISON CAPITAL PARTNERS VI, L.P.",3,1,2023-10-06,2023-04-10,SC 13G,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1612720,NextDecade Corp.,3,1,2023-09-08,2023-06-23,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1883345,Blumenthal Neil Harris,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1008079,KOCH C JAMES,3,1,2024-02-12,2022-02-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1646594,3G Global Food Holdings LP,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1828224,Singer Nicholas Jason,3,1,2023-09-08,2022-02-16,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1404071,Blackstone Group Management L.L.C.,3,1,2024-02-09,2022-02-11,SC 13G/A,INSTITUTION,MERGE,REPLACE_WITH_BLACKSTONE_EID,add CIK identifier to Blackstone,Confirmed Blackstone entity
1624919,Williams Gregg,3,1,2023-05-02,2022-07-22,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1499961,MULLEN AUTOMOTIVE INC.,3,1,2024-08-19,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1477932,Keith Kosow,3,1,2024-01-12,2022-02-17,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1801092,Percy Rockdale LLC,3,2,2023-01-04,2022-02-04,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
355811,Gentex Corp,3,1,2024-08-27,2023-10-11,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1573298,Walsh Joe,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
2021433,DeWitte Jacob,3,1,2024-11-21,2024-05-16,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
917705,GERSHOWITZ DIANE M,3,1,2024-12-03,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1008082,Lauder William P,3,1,2024-02-09,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
34088,Exxon Mobil Corp,3,1,2024-02-15,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
943374,Pathfinder Bank Employee Stock Ownership Plan Trust,3,1,2024-02-12,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1906031,Zhou Yuan,3,1,2024-11-13,2022-02-11,SC 13G,INSTITUTION,INDIVIDUAL,,,
1374436,Chaudhry Jagtar Singh,3,1,2024-02-12,2022-02-16,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1859485,Urvan Steven F.,3,1,2022-11-22,2022-08-29,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1114357,LEFKOFSKY ERIC P,3,1,2024-02-05,2022-02-08,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1823008,Landman Yoav,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1382333,Meditor Group Ltd,3,1,2024-01-03,2022-01-12,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1791816,Howard Justyn Russell,3,1,2024-09-18,2022-06-07,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1628280,A.J. Kazimi,3,1,2024-02-09,2022-02-14,SC 13G,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1201715,BAKER G LEONARD JR,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1339970,aTYR PHARMA INC,3,1,2024-10-07,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1609536,"TA XI DO AIV, L.P.",3,1,2024-02-14,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1869601,"Embrace Change Acquisition Corp.  (EMCG, EMCGR, EMCGU, EMCGW)",3,1,2024-11-14,2023-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1907286,340268 Ontario Ltd,3,1,2024-02-13,2022-02-04,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1220945,GERLACH JOHN B JR,3,1,2024-02-09,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1930214,"Vivo Opportunity Fund Holdings, L.P.",3,1,2024-05-01,2023-06-01,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1944397,Edward K. Christian Trust,3,1,2024-02-14,2022-08-29,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1260943,"THOMAS H. LEE ADVISORS, LLC",3,1,2023-11-09,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1961261,Granovitz Aaron,3,1,2023-07-24,2023-01-11,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1948013,"Bongino, Inc.",3,1,2023-12-11,2022-09-27,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
42872,FRESENIUS MEDICAL CARE HOLDINGS INC /NY/,3,1,2024-11-18,2023-12-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1656345,Strategic Value Investors LP,3,3,2024-02-14,2024-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1855211,Chavant Capital Partners LLC,3,1,2024-01-02,2022-02-08,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1795626,Seahawk China Dynamic Fund,3,1,2023-08-03,2023-02-03,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1742429,Chacon Quiros Juan Jose,3,1,2024-02-09,2022-02-01,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1822844,RC Ventures LLC,3,1,2024-06-11,2022-03-22,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
942617,LAUDER RONALD S,3,1,2024-02-09,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1980084,DENG Shufen,3,1,2024-10-23,2023-06-05,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1765316,Prescience Investment Group LLC,3,1,2022-06-15,2022-04-28,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1819598,DYNASTY INVEST LTD.,3,1,2024-02-08,2022-02-17,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1072613,"ARCH Venture Fund VII, L.P.",3,1,2024-11-22,2023-10-02,SC 13D/A,LIKELY_INDIVIDUAL,EXCLUDE,,,multi-filer CIK data quality issue — skip
1031530,SIEBEL THOMAS M,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1847178,Reffkin Robert L.,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
897101,"CMI Oxbow Partners, LLC",3,1,2024-11-12,2023-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
894671,Ohio Valley Banc Corp,3,1,2024-02-13,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1054568,HOROWITZ RUSSELL C,3,1,2024-02-14,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
892712,Calm Waters Partnership,3,2,2023-02-07,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1378872,Invesco Exchange-Traded Fund Trust II,3,1,2024-11-14,2023-09-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1791946,Rankin Aaron Edward Frederick,3,1,2024-02-02,2022-02-03,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1512837,"Jia Investment Co., Ltd.",3,1,2024-02-08,2022-01-24,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1924926,GMR Ltd,3,1,2024-07-25,2023-06-30,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1628280,Alexander E. Timm,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1809797,"STARWOOD CAPITAL GROUP GLOBAL II, L.P.",3,2,2024-05-10,2022-02-07,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1033310,WEAVER WAYNE J,3,1,2024-02-13,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1845105,Sofinnova Crossover I,3,2,2023-10-30,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1591046,Lundbeckfond Invest A/S,3,3,2022-01-26,2022-01-26,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1327280,Huang William Wei,3,1,2024-01-23,2022-01-25,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1468702,CHINA INVESTMENT CORP,3,1,2024-11-08,2022-01-25,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1851987,"Pine Investor, LLC",3,1,2024-07-26,2022-07-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1809282,Originalwish Ltd,3,1,2024-02-02,2022-01-27,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1719138,Steinert Langley,3,1,2024-02-14,2022-02-07,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1664972,"Data Collective IV, L.P.",3,3,2024-05-20,2022-02-14,SC 13G,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1757011,"ARCH Venture Fund X, L.P.",3,2,2024-11-14,2022-02-10,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
905016,LANDY EUGENE W,3,1,2024-01-30,2022-01-26,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1771728,Stagwell Agency Holdings LLC,3,1,2023-05-19,2022-02-07,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1754181,PERLROTH VICTOR,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1279298,TOCATLY DAN S,3,1,2024-01-24,2022-05-23,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1575745,Jovan-Embiricos Morana,3,1,2024-02-14,2022-02-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1953388,"Pratik Shah Living Trust dated June 15, 2011",3,1,2024-06-17,2022-11-18,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1496665,George P. Sakellaris,3,1,2024-02-12,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
