crd,firm_name,legal_name,city,state,aum_billions,name_match_score,flag
121880,"PILLAR FINANCIAL ADVISORS, LLC","PILLAR FINANCIAL ADVISORS, LLC",LOUISVILLE,KY,0.31,100,MINOR_VARIANT
125360,"TIEMANN INVESTMENT ADVISORS, LLC","TIEMANN INVESTMENT ADVISORS, LLC",MENLO PARK,CA,0.31,100,MINOR_VARIANT
132962,WEALTH OKLAHOMA,THE STOLPER COMPANY L.L.C.,TULSA,OK,0.31,34,DBA_MISMATCH
142839,"PEACHTREE INVESTMENT PARTNERS, LLC","PEACHTREE INVESTMENT PARTNERS, LLC",,,0.31,100,MINOR_VARIANT
147014,"FORESIGHT CAPITAL MANAGEMENT ADVISORS, INC.","FORESIGHT CAPITAL MANAGEMENT ADVISORS, INC.",SALINE,MI,0.31,100,MINOR_VARIANT
148774,THOMAS STORY AND SON LLC,THOMAS STORY AND SON LLC,PLYMOUTH,IN,0.31,100,MINOR_VARIANT
161408,MINERVA ADVISORS LLC,MINERVA ADVISORS LLC,BALA CYNWYD,PA,0.31,100,MINOR_VARIANT
162083,"PL CAPITAL ADVISORS, LLC","PL CAPITAL ADVISORS, LLC",NAPLES,FL,0.31,100,MINOR_VARIANT
162808,"SELKIRK MANAGEMENT, LLC","SELKIRK MANAGEMENT, LLC",CHATHAM,NJ,0.31,100,MINOR_VARIANT
165738,"COMMONS CAPITAL, LLC","COMMONS CAPITAL, LLC",NEEDHAM,MA,0.31,100,MINOR_VARIANT
174335,"KIRTLAND HILLS CAPITAL MANAGEMENT, LLC","KIRTLAND HILLS CAPITAL MANAGEMENT, LLC",BRATENAHL,OH,0.31,100,MINOR_VARIANT
288248,"SPRUCE POINT CAPITAL MANAGEMENT, LLC","SPRUCE POINT CAPITAL MANAGEMENT, LLC",RIVERHEAD,NY,0.31,100,MINOR_VARIANT
288912,VALUES ADDED FINANCIAL,VALUES ADDED FINANCIAL LLC,,,0.31,92,MINOR_VARIANT
305481,WMS WEALTH PLANNERS,"WEALTH MANAGEMENT STRATEGIES, INC.",PITTSBURGH,PA,0.31,45,DBA_MISMATCH
310623,KEYSTONE FINANCIAL SERVICES,KEYSTONE FINANCIAL SERVICES,LOVELAND,CO,0.31,100,MINOR_VARIANT
311272,"COTTONWOOD WEALTH STRATEGIES, LLC","COTTONWOOD CAPITAL ADVISORS, LLC",SALT LAKE CITY,UT,0.31,43,DBA_MISMATCH
312556,BEACON WEALTHCARE LLC,BEACON WEALTHCARE LLC,RALEIGH,NC,0.31,100,MINOR_VARIANT
317372,PROATHLETE WEALTH MANAGEMENT LLC,PROATHLETE WEALTH MANAGEMENT LLC,BOCA RATON,FL,0.31,100,MINOR_VARIANT
331395,"ONE WEALTH CAPITAL MANAGEMENT, LLC","ONE WEALTH CAPITAL MANAGEMENT, LLC",SCOTTSDALE,AZ,0.31,100,MINOR_VARIANT
105974,MENDEL MONEY MANAGEMENT INC,MENDEL MONEY MANAGEMENT INC,NORTHBROOK,IL,0.3,100,MINOR_VARIANT
111040,"ABBOT FINANCIAL MANAGEMENT, INC","ABBOT FINANCIAL MANAGEMENT, INC",ANDOVER,MA,0.3,100,MINOR_VARIANT
122057,JDM FINANCIAL GROUP LLC,JDM FINANCIAL GROUP LLC,,,0.3,100,MINOR_VARIANT
139009,"RETIREMENT CAPITAL STRATEGIES, INC.","RETIREMENT CAPITAL STRATEGIES, INC.",SAN JOSE,CA,0.3,100,MINOR_VARIANT
154169,NAUTILUS ADVISORS LLC,NAUTILUS ADVISORS LLC,LA JOLLA,CA,0.3,100,MINOR_VARIANT
160145,"CULTIVAR CAPITAL, INC.","CULTIVAR CAPITAL, INC.",DENTON,TX,0.3,100,MINOR_VARIANT
169216,"TRINITY WEALTH MANAGEMENT, LLC","TRINITY WEALTH MANAGEMENT, LLC",BERWYN,PA,0.3,100,MINOR_VARIANT
170041,"FLUENT FINANCIAL, LLC","FLUENT FINANCIAL, LLC",DALLAS,TX,0.3,100,MINOR_VARIANT
289714,"ONCE CAPITAL MANAGEMENT, LLC","ONCE CAPITAL MANAGEMENT, LLC",NEW YORK,NY,0.3,100,MINOR_VARIANT
291380,"BLACKSTON FINANCIAL ADVISORY GROUP, LLC","BLACKSTON'S FINANCIAL ADVISORY GROUP, LLC",THE VILLAGES,FL,0.3,98,MINOR_VARIANT
298866,RESOLUTE CAPITAL ASSET PARTNERS LLC,RESOLUTE CAPITAL ASSET PARTNERS LLC,DENVER,CO,0.3,100,MINOR_VARIANT
304170,CRESTMONT PRIVATE WEALTH LLC,CRESTMONT PRIVATE WEALTH LLC,BOERNE,TX,0.3,100,MINOR_VARIANT
321606,AJ ADVISORS,"AJ ADVISORS, LLC",NASHVILLE,TN,0.3,81,MINOR_VARIANT
323035,JESSUP WEALTH MANAGEMENT,"JESSUP WEALTH MANAGEMENT, INC.",DAYTON,OH,0.3,89,MINOR_VARIANT
331996,KEYVANTAGE WEALTH ADVISORS,"KEYVANTAGE WEALTH, LLC",BETHLEHEM,PA,0.3,71,DBA_MISMATCH
38751,"LEIGH BALDWIN & CO., LLC","LEIGH BALDWIN & CO., LLC",CAZENOVIA,NY,0.29,100,MINOR_VARIANT
106288,MORGAN DEMPSEY CAPITAL MANAGEMENT LLC,MORGAN DEMPSEY CAPITAL MANAGEMENT LLC,MILWAUKEE,WI,0.29,100,MINOR_VARIANT
106450,"INTRACK INVESTMENT MANAGEMENT, INC.","INTRACK INVESTMENT MANAGEMENT, INC.",SOUTH BURLINGTON,VT,0.29,100,MINOR_VARIANT
109261,STONERIDGE INVESTMENT PARTNERS,STONERIDGE INVESTMENT PARTNERS LLC,RADNOR,PA,0.29,94,MINOR_VARIANT
110528,OMC FINANCIAL SERVICES LTD,OMC FINANCIAL SERVICES LTD,DEWITT,NY,0.29,100,MINOR_VARIANT
110739,"NEW ENGLAND RESEARCH & MANAGEMENT, INC.","NEW ENGLAND RESEARCH & MANAGEMENT, INC.",CHICAGO,IL,0.29,100,MINOR_VARIANT
119531,"PROSPECT CAPITAL ADVISORS, LLC","PROSPECT CAPITAL ADVISORS, LLC",SAUSALITO,CA,0.29,100,MINOR_VARIANT
140089,WESTERLY CAPITAL MANAGEMENT LLC,WESTERLY CAPITAL MANAGEMENT LLC,SAN FRANCISCO,CA,0.29,100,MINOR_VARIANT
152590,AVONDALE WEALTH MANAGEMENT LLC,AVONDALE WEALTH MANAGEMENT LLC,WEST LAKE HILLS,TX,0.29,100,MINOR_VARIANT
160807,"CRESTWOOD CAPITAL MANAGEMENT, L.P.","CRESTWOOD CAPITAL MANAGEMENT, L.P.",NEW YORK,NY,0.29,100,MINOR_VARIANT
165139,"EPIQ PARTNERS, LLC","EPIQ PARTNERS, LLC",MINNEAPOLIS,MN,0.29,100,MINOR_VARIANT
167122,"AXIS WEALTH PARTNERS, LLC","AXIS WEALTH PARTNERS, LLC",EAST PROVIDENCE,RI,0.29,100,MINOR_VARIANT
168503,"CLARIS FINANCIAL, LLC","CLARIS FINANCIAL, LLC",GLEN ALLEN,VA,0.29,100,MINOR_VARIANT
284281,DECKER RETIREMENT PLANNING INC.,DECKER RETIREMENT PLANNING INC.,LEHI,UT,0.29,100,MINOR_VARIANT
284286,PACIFIC SUN FINANCIAL CORP,PACIFIC SUN FINANCIAL CORP,LOS ANGELES,CA,0.29,100,MINOR_VARIANT
287991,"SCALAR GAUGE MANAGEMENT, LLC","SCALAR GAUGE MANAGEMENT, LLC",DALLAS,TX,0.29,100,MINOR_VARIANT
310008,WILLIAMS FINANCIAL GROUP,"WFG CAPITAL ADVISORS, LLC",MOBILE,AL,0.29,33,DBA_MISMATCH
104649,HOERTKORN RICHARD CHARLES,HOERTKORN RICHARD CHARLES,KENTFIELD,CA,0.28,100,MINOR_VARIANT
106410,"GODSHALK WELSH CAPITAL MANAGEMENT, INC.","GODSHALK WELSH CAPITAL MANAGEMENT, INC.",RADNOR,PA,0.28,100,MINOR_VARIANT
108739,TOWER VIEW WEALTH MANAGEMENT LLC,TOWER VIEW WEALTH MANAGEMENT LLC,,,0.28,100,MINOR_VARIANT
109775,PELOTON CAPITAL MANAGEMENT,PELOTON CAPITAL MANAGEMENT,INDIANAPOLIS,IN,0.28,100,MINOR_VARIANT
115948,"1 NORTH WEALTH SERVICES, LLC","1 NORTH WEALTH SERVICES, LLC",ANNAPOLIS,MD,0.28,100,MINOR_VARIANT
116823,"THE FOUNDRY FINANCIAL GROUP, INC.","THE FOUNDRY FINANCIAL GROUP, INC.",LACONIA,NH,0.28,100,MINOR_VARIANT
117216,"STOLZ & ASSOCIATES, PS","STOLZ & ASSOCIATES, PS",TACOMA,WA,0.28,100,MINOR_VARIANT
126742,"VERITY WEALTH ADVISORS, LLC","VERITY WEALTH ADVISORS, LLC",SAUSALITO,CA,0.28,100,MINOR_VARIANT
130919,BROOK CAPITAL,"RAMIAH INVESTMENT GROUP, INC.",BROOKFIELD,WI,0.28,33,DBA_MISMATCH
134950,"BENNINGFIELD FINANCIAL ADVISORS, LLC","BENNINGFIELD FINANCIAL ADVISORS, LLC",SAN FRANCISCO,CA,0.28,100,MINOR_VARIANT
137075,"BENNETT SELBY INVESTMENTS, L.P.",BENNETT SELBY INVESTMENTS LIMITED PARTNERSHIP,,,0.28,74,DBA_MISMATCH
153591,"ALLSQUARE WEALTH MANAGEMENT, LLC","ALLSQUARE WEALTH MANAGEMENT, LLC",ALBANY,NY,0.28,100,MINOR_VARIANT
159533,BERNARD WEALTH MANAGEMENT CORP.,BERNARD WEALTH MANAGEMENT CORP.,ROYAL OAK,MI,0.28,100,MINOR_VARIANT
281741,"REDWOOD WEALTH MANAGEMENT GROUP, LLC","REDWOOD WEALTH MANAGEMENT GROUP, LLC",MEDFORD,NJ,0.28,100,MINOR_VARIANT
282856,SWITCHPOINT FINANCIAL PLANNING LLC,SWITCHPOINT FINANCIAL PLANNING LLC,LEHI,UT,0.28,100,MINOR_VARIANT
286648,"DEFINE FINANCIAL, LLC","DEFINE FINANCIAL, LLC",SAN DIEGO,CA,0.28,100,MINOR_VARIANT
305121,COOPER CAPITAL GROUP,"COOPER CAPITAL ADVISORS, LLC",ENCINITAS,CA,0.28,62,DBA_MISMATCH
310647,"RETIREMENT PLANNING GROUP, LLC","RETIREMENT PLANNING GROUP, LLC",MALTA,NY,0.28,100,MINOR_VARIANT
315484,"HORIZON FAMILY WEALTH, INC.","HORIZON FAMILY WEALTH, INC.",CHICAGO,IL,0.28,100,MINOR_VARIANT
319481,"GUTIERREZ WEALTH ADVISORY, LLC","GUTIERREZ WEALTH ADVISORY, LLC",LITTLE ROCK,AR,0.28,100,MINOR_VARIANT
319579,CONQUIS FINANCIAL LLC,CONQUIS FINANCIAL LLC,MILLBRAE,CA,0.28,100,MINOR_VARIANT
332380,FORONJY FINANCIAL,FORONJY FINANCIAL LLC,SANTA BARBARA,CA,0.28,89,MINOR_VARIANT
104566,MATTHEW 25 MANAGEMENT CORP,MATTHEW 25 MANAGEMENT CORP,AMBLER,PA,0.28,100,MINOR_VARIANT
107069,ROUND HILL ASSET MANAGEMENT INC,ROUND HILL ASSET MANAGEMENT INC,PASADENA,CA,0.27,100,MINOR_VARIANT
107782,GS INVESTMENT INC,"GS INVESTMENTS, INC.",EAGAN,MN,0.27,92,MINOR_VARIANT
107896,HUTNER CAPITAL MANAGEMENT INC.,HUTNER CAPITAL MANAGEMENT INC.,MANCHESTER,VT,0.27,100,MINOR_VARIANT
119902,"SPRENG CAPITAL MANAGEMENT, INC.","SPRENG CAPITAL MANAGEMENT, INC.",BUCYRUS,OH,0.27,100,MINOR_VARIANT
121362,"GORDIAN ADVISORS, LLC","GORDIAN ADVISORS, LLC",TUCSON,AZ,0.27,100,MINOR_VARIANT
123741,MADER & SHANNON WEALTH MANAGEMENT,"MADER & SHANNON WEALTH MANAGEMENT, INC.",KANSAS CITY,MO,0.27,92,MINOR_VARIANT
125878,"NESTEGG ADVISORS, INC.","NESTEGG ADVISORS, INC.",HAUPPAUGE,NY,0.27,100,MINOR_VARIANT
127425,"RAHLFS CAPITAL, LLC","RAHLFS CAPITAL, LLC",,,0.27,100,MINOR_VARIANT
135769,TIETON CAPITAL MANAGEMENT,"TIETON CAPITAL MANAGEMENT, LLC",YAKIMA,WA,0.27,91,MINOR_VARIANT
143254,"GUARDIAN WEALTH ADVISORS, LLC","GUARDIAN WEALTH ADVISORS, LLC",ST LOUIS PARK,MN,0.27,100,MINOR_VARIANT
160486,PARSOW MANAGEMENT LLC,PARSOW MANAGEMENT LLC,,,0.27,100,MINOR_VARIANT
160697,STILWELL VALUE LLC,STILWELL VALUE LLC,NEW YORK,NY,0.27,100,MINOR_VARIANT
269879,"ROUBAIX CAPITAL, LLC","ROUBAIX CAPITAL, LLC",DENVER,CO,0.27,100,MINOR_VARIANT
281049,"WALLACE ADVISORY GROUP, LLC","WALLACE ADVISORY GROUP, LLC",LAFAYETTE,CA,0.27,100,MINOR_VARIANT
283771,ADALTA CAPITAL MANAGEMENT LLC,ADALTA CAPITAL MANAGEMENT LLC,NEW YORK,NY,0.27,100,MINOR_VARIANT
299782,"CHRONOS WEALTH MANAGEMENT, L.L.C.","CHRONOS WEALTH MANAGEMENT, L.L.C.",CLEARWATER,FL,0.27,100,MINOR_VARIANT
310523,"PACK PRIVATE WEALTH, LLC","PACK PRIVATE WEALTH, LLC",WAYZATA,MN,0.27,100,MINOR_VARIANT
311243,INVESTED ADVISORS,KRISTEN E. COOMBS LLC,STATE COLLEGE,PA,0.27,37,DBA_MISMATCH
316746,INTERWISE,"VALUED WEALTH ADVISORS, LLC",HOLLADAY,UT,0.27,22,DBA_MISMATCH
317333,"UNCONVENTIONAL INVESTOR, LLC","UNCONVENTIONAL INVESTOR, LLC",,,0.27,100,MINOR_VARIANT
317542,TRACE WEALTH ADVISORS,"TRACE WEALTH ADVISORS, LLC",,,0.27,89,MINOR_VARIANT
319143,"CONSCIOUS WEALTH INVESTMENTS, LLC","CONSCIOUS WEALTH INVESTMENTS, LLC",ATLANTA,GA,0.27,100,MINOR_VARIANT
323016,"AURELIUS FAMILY OFFICE, LLC","AURELIUS FAMILY OFFICE, LLC",BEDFORD,NH,0.27,100,MINOR_VARIANT
323208,GENTRY PRIVATE WEALTH,"GENTRY PRIVATE WEALTH, LLC",WICHITA,KS,0.27,89,MINOR_VARIANT
310762,325 CAPITAL,325 CAPITAL LLC,NEW YORK,NY,0.27,85,MINOR_VARIANT
107645,"GPM GROWTH INVESTORS, INC.","GPM GROWTH INVESTORS, INC.",BLOOMFIELD HILLS,MI,0.26,100,MINOR_VARIANT
112399,"OAKWOOD CAPITAL, INC.","OAKWOOD CAPITAL, INC.",ST. LOUIS PARK,MN,0.26,100,MINOR_VARIANT
112607,"MADDEN ADVISORY SERVICES, INC.","MADDEN ADVISORY SERVICES, INC.",JACKSONVILLE,FL,0.26,100,MINOR_VARIANT
119679,"MERIDIAN FINANCIAL, LLC","MERIDIAN FINANCIAL, LLC",HOLLISTON,MA,0.26,100,MINOR_VARIANT
120286,"CLIENTFIRST WEALTH MANAGEMENT, LLC","CLIENTFIRST WEALTH MANAGEMENT, LLC",LITTLE ROCK,AR,0.26,100,MINOR_VARIANT
121384,"SWISHER FINANCIAL CONCEPTS, INC.","SWISHER FINANCIAL CONCEPTS, INC.",WESTERVILLE,OH,0.26,100,MINOR_VARIANT
126942,"ABLES, IANNONE, MOORE & ASSOCIATES, INC.","ABLES, IANNONE, MOORE & ASSOCIATES, INC.",SAVANNAH,GA,0.26,100,MINOR_VARIANT
144239,"SECURED RETIREMENT ADVISORS, LLC","SECURED RETIREMENT ADVISORS, LLC",ST LOUIS PARK,MN,0.26,100,MINOR_VARIANT
152302,"BIRCH CAPITAL MANAGEMENT, LLC","BIRCH CAPITAL MANAGEMENT, LLC",,,0.26,100,MINOR_VARIANT
158007,"BRAEBURN WEALTH MANAGEMENT, LLC","BRAEBURN WEALTH MANAGEMENT, LLC",MUSKEGON,MI,0.26,100,MINOR_VARIANT
166919,MYECFO,"MYECFO, LLC",,,0.26,71,DBA_MISMATCH
168344,OPINICUS,"OPINICUS CAPITAL, INC.",TAMPA,FL,0.26,53,DBA_MISMATCH
282409,GUERRA WEALTH ADVISORS,GUERRA ADVISORS INC.,MIAMI,FL,0.26,76,DBA_MISMATCH
292776,NAPATREE CAPITAL LLC,NAPATREE CAPITAL LLC,WESTERLY,RI,0.26,100,MINOR_VARIANT
296848,"SHORE POINT ADVISORS, LLC","SHORE POINT ADVISORS, LLC",BRIELLE,NJ,0.26,100,MINOR_VARIANT
297090,ASPIRE WEALTH ARCHITECTS,AVALON ADVISORY GROUP LLC,WEXFORD,PA,0.26,33,DBA_MISMATCH
301329,"SHERWOOD FINANCIAL PARTNERS, LLC","SHERWOOD FINANCIAL PARTNERS, LLC",WESTLAKE VILLAGE,CA,0.26,100,MINOR_VARIANT
304262,BUSH WEALTH MANAGEMENT,"BUSH INVESTMENT GROUP, LLC",VALDOSTA,GA,0.26,54,DBA_MISMATCH
316071,MUIRFIELD WEALTH ADVISORS LLC,MUIRFIELD WEALTH ADVISORS LLC,CHARLOTTE,NC,0.26,100,MINOR_VARIANT
326545,COBBLESTONE ASSET MANAGEMENT,COBBLESTONE ASSET MANAGEMENT LLC,RICHMOND,VA,0.26,93,MINOR_VARIANT
332057,BIRCH FINANCIAL GROUP,"BIRCH FINANCIAL GROUP, LLC",KEENE,NH,0.26,89,MINOR_VARIANT
160537,CREDIT CAPITAL INVESTMENTS,"CREDIT CAPITAL INVESTMENTS, LLC",LIVINGSTON,NJ,0.26,91,MINOR_VARIANT
333052,PRAXIS CAPITAL MANAGEMENT LLC,PRAXIS CAPITAL MANAGEMENT LLC,CHICAGO,IL,0.26,100,MINOR_VARIANT
107856,"TANDEM CAPITAL MANAGEMENT, INC.",TANDEM CAPITAL MANAGEMENT CORP,WOODCLIFF LAKE,NJ,0.25,89,MINOR_VARIANT
110491,PPS & V ASSET MANAGEMENT CONSULTANTS INC,PPS & V ASSET MANAGEMENT CONSULTANTS INC,PORTAGE,MI,0.25,100,MINOR_VARIANT
111748,"COUNCILMARK ASSET MANAGEMENT, LLC","COUNCILMARK ASSET MANAGEMENT, LLC",KNOXVILLE,TN,0.25,100,MINOR_VARIANT
115207,PEAK FINANCIAL ADVISORS,"PEAK FINANCIAL ADVISORS, LLC",DENVER,CO,0.25,90,MINOR_VARIANT
116543,"TRADEMARK FINANCIAL MANAGEMENT, LLC","TRADEMARK FINANCIAL MANAGEMENT, LLC",BLOOMINGTON,MN,0.25,100,MINOR_VARIANT
117495,"ADDIS & HILL, INCORPORATED","ADDIS & HILL, INCORPORATED",WAYNE,PA,0.25,100,MINOR_VARIANT
119135,SHAKER INVESTMENTS,"SHAKER INVESTMENTS, L.L.C.",BEACHWOOD,OH,0.25,82,MINOR_VARIANT
125209,TSW WEALTH MANAGEMENT,"WELLS FINANCIAL ADVISORS, INC.",FRAMINGHAM,MA,0.25,35,DBA_MISMATCH
125245,MERCURY INVESTMENT GROUP,"GHE, LLC",MEMPHIS,TN,0.25,25,DBA_MISMATCH
125708,WASHBURN CAPITAL MANAGEMENT INC.,WASHBURN CAPITAL MANAGEMENT INC.,VERO BEACH,FL,0.25,100,MINOR_VARIANT
129475,"JP WEALTH MANAGEMENT, INC.","JP WEALTH MANAGEMENT, INC.",MT. PLEASANT,SC,0.25,100,MINOR_VARIANT
129727,"4WEALTH ADVISORS, INC.","4WEALTH ADVISORS, INC.",BURR RIDGE,IL,0.25,100,MINOR_VARIANT
138347,"SPECTRUM STRATEGIC CAPITAL MANAGEMENT, LLC","SPECTRUM STRATEGIC CAPITAL MANAGEMENT, LLC",CORVALLIS,OR,0.25,100,MINOR_VARIANT
143816,"MARMO FINANCIAL GROUP, LLC","MARMO FINANCIAL GROUP, LLC",JOHNSON CITY,TN,0.25,100,MINOR_VARIANT
153751,"VERISAIL PARTNERS, LLC","VERISAIL PARTNERS, LLC",CHAMBLEE,GA,0.25,100,MINOR_VARIANT
154900,"SIMPLIFI, INC.","SIMPLIFI, INC.",SAN DIEGO,CA,0.25,100,MINOR_VARIANT
156883,"FISCHER INVESTMENT STRATEGIES, LLC","FISCHER INVESTMENT STRATEGIES, LLC",WESTLAKE VILLAGE,CA,0.25,100,MINOR_VARIANT
159003,"GIMBAL FINANCIAL, LLC","GIMBAL FINANCIAL, LLC",CARMEL,IN,0.25,100,MINOR_VARIANT
169491,SIMS INVESTMENT MANAGEMENT LLC,SIMS INVESTMENT MANAGEMENT LLC,CINCINNATI,OH,0.25,100,MINOR_VARIANT
171473,ELEVATION CAPITAL ADVISORY,"ELEVATION CAPITAL ADVISORY, LLC",BEND,OR,0.25,91,MINOR_VARIANT
171774,WASHINGTON GROWTH STRATEGIES LLC,WASHINGTON GROWTH STRATEGIES LLC,WASHINGTON,DC,0.25,100,MINOR_VARIANT
174136,"ECHO WEALTH MANAGEMENT, LLC","ECHO WEALTH MANAGEMENT, LLC",PLYMOUTH,MN,0.25,100,MINOR_VARIANT
284064,"FWG INVESTMENTS, LLC","FWG INVESTMENTS, LLC",LEXINGTON,KY,0.25,100,MINOR_VARIANT
290367,JOURNEY BEYOND WEALTH,"JOURNEY BEYOND WEALTH, LLC",ROSWELL,GA,0.25,89,MINOR_VARIANT
300735,"KINLOCH CAPITAL, LLC","KINLOCH CAPITAL, LLC",GLEN ALLEN,VA,0.25,100,MINOR_VARIANT
300920,"GRIDIRON PARTNERS, LLC","GRIDIRON PARTNERS, LLC",WEXFORD,PA,0.25,100,MINOR_VARIANT
308286,"CHIRON CAPITAL MANAGEMENT, LLC","CHIRON CAPITAL MANAGEMENT, LLC",TALLAHASSEE,FL,0.25,100,MINOR_VARIANT
316599,"SYMBIOSIS CAPITAL PARTNERS, LLC","SYMBIOSIS CAPITAL PARTNERS, LLC",BENTONVILLE,AR,0.25,100,MINOR_VARIANT
316838,"BLODGETT WEALTH ADVISORS, LLC","BLODGETT WEALTH ADVISORS, LLC",,,0.25,100,MINOR_VARIANT
323302,CANNON WEALTH MANAGEMENT SERVICES,"CANNON WEALTH MANAGEMENT SERVICES, LLC",WINSTON SALEM,NC,0.25,93,MINOR_VARIANT
325595,EHRLICH FINANCIAL GROUP,THE EHRLICH GROUP LLC,LAGUNA NIGUEL,CA,0.25,59,DBA_MISMATCH
327105,OXENFREE FINANCIAL,OXENFREE CAPITAL LLC,MELBOURNE,FL,0.25,68,DBA_MISMATCH
331699,"AGP FRANKLIN, LLC","AGP FRANKLIN, LLC",FRANKLIN,TN,0.25,100,MINOR_VARIANT
289122,"GATE CITY CAPITAL MANAGEMENT, LLC","GATE CITY CAPITAL MANAGEMENT, LLC",CHICAGO,IL,0.25,100,MINOR_VARIANT
107460,AURORA INVESTMENT COUNSEL,AURORA INVESTMENT COUNSEL,ATLANTA,GA,0.24,100,MINOR_VARIANT
108048,EXCELSIOR INVESTORS,"INTELLIGENT FINANCIAL STRATEGIES, LLC",EXCELSIOR,MN,0.24,36,DBA_MISMATCH
121202,"CHRISTINE MESSMER, P.C.","CHRISTINE MESSMER, P.C.",COLLEGEVILLE,PA,0.24,100,MINOR_VARIANT
129803,TRIVANT CUSTOM PORTFOLIO GROUP LLC,TRIVANT CUSTOM PORTFOLIO GROUP LLC,SAN DIEGO,CA,0.24,100,MINOR_VARIANT
144413,GREEN ALPHA INVESTMENTS,"GREEN ALPHA ADVISORS, LLC",NIWOT,CO,0.24,50,DBA_MISMATCH
154708,WINEBRENNER CAPITAL MANAGEMENT LLC,WINEBRENNER CAPITAL MANAGEMENT LLC,LOUISVILLE,KY,0.24,100,MINOR_VARIANT
162985,FIDELIS IM,"FIDELIS IM, LLC",MEDFORD,OR,0.24,80,MINOR_VARIANT
169008,"LUKEN INVESTMENT ANALYTICS, LLC","LUKEN INVESTMENT ANALYTICS, LLC",BRENTWOOD,TN,0.24,100,MINOR_VARIANT
170093,BAMBOO WEALTH STRATEGIES,SPECTRUM PLANNING & ADVISORY SERVICES INC.,SAN DIEGO,CA,0.24,33,DBA_MISMATCH
170368,ACUTE INVESTMENT ADVISORY,"ACUTE INVESTMENT ADVISORY, LLC",MESA,AZ,0.24,91,MINOR_VARIANT
234790,ENGLISH CAPITAL MANAGEMENT LLC,ENGLISH CAPITAL MANAGEMENT LLC,BLOOMFIELD HILLS,MI,0.24,100,MINOR_VARIANT
282084,PENNEY FINANCIAL,"PENNEY FINANCIAL, LLC",HOUSTON,TX,0.24,86,MINOR_VARIANT
282301,"PFG PRIVATE WEALTH MANAGEMENT, LLC","PFG PRIVATE WEALTH MANAGEMENT, LLC",LUTZ,FL,0.24,100,MINOR_VARIANT
283465,"EDENBROOK CAPITAL, LLC","EDENBROOK CAPITAL, LLC",MOUNT KISCO,NY,0.24,100,MINOR_VARIANT
291678,"RCS FINANCIAL PLANNING, LLC","RCS FINANCIAL PLANNING, LLC",ANNAPOLIS,MD,0.24,100,MINOR_VARIANT
299725,VIENNA ASSET MANAGEMENT LLC,VIENNA ASSET MANAGEMENT LLC,SARATOGA,CA,0.24,100,MINOR_VARIANT
299739,ERVIN INVESTMENT MANAGEMENT,"ERVIN INVESTMENT MANAGEMENT, LLC",,,0.24,92,MINOR_VARIANT
300330,"MCNAUGHTON WEALTH MANAGEMENT, LLC","MCNAUGHTON WEALTH MANAGEMENT, LLC",SAN DIEGO,CA,0.24,100,MINOR_VARIANT
310378,CONSTITUTION INVESTMENT ADVISORY AND PORTFOLIO MANAGEMENT,CONSTITUTION CAPITAL LLC,SHELTON,CT,0.24,44,DBA_MISMATCH
310981,REDMONT WEALTH,REDMONT WEALTH ADVISORS LLC,CHICAGO,IL,0.24,68,DBA_MISMATCH
315958,"MAREST CAPITAL, LLC","MAREST CAPITAL, LLC",ENCINO,CA,0.24,100,MINOR_VARIANT
325859,ACCELERATE RETIREMENT,ACCELERATE INVESTMENT ADVISORS LLC,ALISO VIEJO,CA,0.24,65,DBA_MISMATCH
331128,THE KIECKHEFER GROUP,THE KIECKHEFER GROUP LLC,MEQUON,WI,0.24,91,MINOR_VARIANT
334902,GLR PARTNERS,"GLR PARTNERS, LLC",COLUMBIA,MD,0.24,83,MINOR_VARIANT
304164,"ACORN CAPITAL ADVISORS, LLC","ACORN CAPITAL ADVISORS, LLC",NEW YORK,NY,0.24,100,MINOR_VARIANT
107099,MOUNT VERNON ASSOCIATES INC,MOUNT VERNON ASSOCIATES INC,BALTIMORE,MD,0.23,100,MINOR_VARIANT
107457,HARBOR ISLAND CAPITAL LLC,HARBOR ISLAND CAPITAL LLC,TOPSFIELD,MA,0.23,100,MINOR_VARIANT
107788,"DIAMANT ASSET MANAGEMENT, INC.","DIAMANT ASSET MANAGEMENT, INC.",RIDGEFIELD,CT,0.23,100,MINOR_VARIANT
112414,"KLEIN PAVLIS & PEASLEY FINANCIAL, INC.","KLEIN PAVLIS & PEASLEY FINANCIAL, INC.",IRVINE,CA,0.23,100,MINOR_VARIANT
118131,"LEGAL ADVANTAGE INVESTMENTS, INC.","LEGAL ADVANTAGE INVESTMENTS, INC.",,,0.23,100,MINOR_VARIANT
128097,"CAPSTONE WEALTH MANAGEMENT GROUP, LLC","CAPSTONE WEALTH MANAGEMENT GROUP, LLC",BEND,OR,0.23,100,MINOR_VARIANT
129959,"TABR CAPITAL MANAGEMENT, LLC","TABR CAPITAL MANAGEMENT, LLC",ORANGE,CA,0.23,100,MINOR_VARIANT
130051,"HURLEY CAPITAL, LLC","HURLEY CAPITAL, LLC",NEW YORK,NY,0.23,100,MINOR_VARIANT
134080,"PROSPECT HILL MANAGEMENT, LLC","PROSPECT HILL MANAGEMENT, LLC",,,0.23,100,MINOR_VARIANT
